
EST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2012-4-28,31,23,17,22,18,16,100,79,43,1020,1019,1016,24,17,11,23,3,34,0.00,2,,116<br />
2012-4-29,31,26,20,21,19,14,94,81,40,1020,1019,1017,32,19,11,24,6,34,0.00,2,,81<br />
2012-4-30,31,26,20,21,18,14,94,75,35,1020,1019,1017,32,21,16,34,11,48,0.00,2,,70<br />
2012-5-1,30,26,21,20,19,15,94,76,42,1020,1018,1016,32,18,16,27,16,40,0.00,3,,91<br />
2012-5-2,32,26,21,21,19,17,94,76,40,1020,1018,1016,24,16,11,27,13,39,0.00,2,,102<br />
2012-5-3,32,26,20,21,18,12,100,74,29,1020,1019,1017,24,17,11,27,11,34,0.00,3,,116<br />
2012-5-4,31,26,20,21,19,14,100,77,35,1020,1018,1016,32,18,11,14,8,,0.00,3,,133<br />
2012-5-5,33,26,19,21,18,14,94,74,31,1017,1016,1013,24,18,16,13,3,,0.00,1,,196<br />
2012-5-6,33,26,19,22,19,16,100,79,36,1016,1014,1012,32,15,0,24,3,,0.00,3,Fog,254<br />
2012-5-7,32,24,18,21,18,14,100,80,33,1014,1013,1010,24,17,8,27,5,29,0.00,2,Rain-Thunderstorm,253<br />
2012-5-8,32,24,18,21,18,14,100,78,35,1015,1012,1010,24,15,2,21,3,32,0.00,1,,286<br />
2012-5-9,32,26,19,22,19,16,94,77,38,1013,1011,1009,24,17,5,24,8,40,0.00,2,,253<br />
2012-5-10,31,26,20,21,18,9,100,75,27,1014,1010,1009,32,18,6,21,5,32,0.00,3,,330<br />
2012-5-11,32,24,17,19,16,13,100,70,33,1021,1016,1013,32,19,16,27,5,37,0.00,3,,84<br />
2012-5-12,32,24,18,19,16,13,88,66,31,1022,1021,1019,32,19,16,32,13,45,0.00,2,,89<br />
2012-5-13,29,23,18,19,17,15,88,70,42,1021,1020,1017,24,17,11,23,10,29,0.00,3,,105<br />
2012-5-14,31,26,22,21,19,16,94,75,40,1019,1017,1014,24,18,16,23,10,,0.00,4,,155<br />
2012-5-15,34,27,20,21,19,14,94,78,30,1017,1016,1013,24,18,11,23,6,29,0.00,3,Rain,183<br />
2012-5-16,26,23,20,22,20,19,100,92,74,1017,1016,1014,16,13,6,16,3,,0.00,3,Rain,114<br />
2012-5-17,31,26,20,21,19,16,100,82,43,1015,1013,1011,24,15,4,19,6,,0.00,5,Rain,285<br />
2012-5-18,31,24,18,21,18,14,100,79,35,1015,1013,1011,32,20,11,14,2,,0.00,1,,21<br />
2012-5-19,32,26,20,21,19,13,100,77,31,1017,1014,1012,24,18,2,34,10,27,0.00,1,,46<br />
2012-5-20,32,26,20,19,15,2,94,67,15,1017,1015,1013,32,20,16,16,11,,0.00,0,,38<br />
2012-5-21,33,24,16,17,14,7,94,65,20,1017,1015,1013,24,19,16,19,5,,0.00,0,,2<br />
2012-5-22,33,24,17,18,16,8,94,69,21,1016,1014,1011,24,18,16,14,3,,0.00,0,,277<br />
2012-5-23,34,26,18,21,17,8,94,71,21,1014,1013,1010,24,16,8,19,3,,0.00,1,,120<br />
2012-5-24,34,27,21,23,20,18,100,76,38,1014,1012,1011,32,18,10,26,6,39,0.00,2,,83<br />
2012-5-25,34,27,21,23,20,16,100,76,36,1018,1015,1013,32,18,8,24,6,34,0.00,1,,55<br />
2012-5-26,34,27,20,22,18,13,100,71,28,1019,1017,1014,32,20,11,19,6,29,0.00,1,,55<br />
2012-5-27,34,27,20,22,19,14,94,72,30,1016,1013,1010,24,18,16,26,5,40,0.00,6,,270<br />
2012-5-28,31,26,22,24,21,20,94,84,55,1014,1012,1010,24,17,11,26,14,39,0.00,5,Rain-Thunderstorm,206<br />
2012-5-29,29,26,22,23,21,19,100,88,61,1014,1013,1012,19,16,11,34,13,55,0.00,4,Rain-Thunderstorm,194<br />
2012-5-30,33,27,22,24,22,21,100,85,49,1013,1012,1010,16,12,3,23,8,34,0.00,2,,235<br />
2012-5-31,33,27,22,24,21,15,100,83,38,1014,1013,1011,24,11,0,21,5,,0.00,4,Fog-Rain,224<br />
2012-6-1,24,22,21,22,22,21,100,95,89,1015,1013,1011,19,14,3,21,5,27,0.00,6,Rain,181<br />
2012-6-2,32,26,21,23,21,19,100,85,46,1016,1014,1012,32,10,0,27,10,34,0.00,6,Fog,250<br />
2012-6-3,33,26,19,21,19,15,100,77,34,1018,1016,1012,24,16,5,14,2,,0.00,1,,297<br />
2012-6-4,32,26,20,23,21,18,100,79,43,1016,1014,1011,24,18,11,27,5,35,0.00,2,Fog,247<br />
2012-6-5,29,26,22,23,22,21,100,91,66,1012,1011,1010,24,17,11,21,8,,0.00,3,Rain,238<br />
2012-6-6,31,26,22,24,21,20,94,90,55,1014,1012,1011,16,14,5,29,6,45,0.00,6,Rain,189<br />
2012-6-7,27,24,22,24,22,22,100,95,83,1015,1014,1012,16,11,1,37,3,55,0.00,7,Rain-Thunderstorm,184<br />
2012-6-8,29,26,22,24,22,21,100,94,70,1017,1014,1013,19,10,3,14,6,,0.00,5,Rain-Thunderstorm,131<br />
2012-6-9,31,26,21,23,22,20,100,88,58,1017,1015,1013,32,19,11,19,10,,0.00,4,Rain,144<br />
2012-6-10,34,28,22,25,22,18,100,85,38,1021,1017,1016,24,14,5,58,5,76,0.00,2,Rain-Thunderstorm,127<br />
2012-6-11,34,27,21,23,21,20,100,81,46,1021,1019,1018,32,19,16,26,5,,0.00,2,,108<br />
2012-6-12,33,27,22,22,21,18,94,77,46,1020,1017,1015,24,18,16,19,5,37,0.00,2,,128<br />
2012-6-13,33,27,22,24,21,19,100,80,43,1016,1015,1012,24,18,11,14,3,,0.00,2,Thunderstorm,264<br />
2012-6-14,33,27,21,23,21,20,100,83,49,1017,1015,1012,24,16,1,55,5,74,0.00,3,Rain-Thunderstorm,344<br />
2012-6-15,31,26,20,23,21,19,100,84,55,1018,1016,1015,24,15,0,32,6,42,0.00,4,Fog,36<br />
2012-6-16,31,26,22,22,19,15,94,75,38,1019,1017,1016,32,19,16,29,11,42,0.00,2,,48<br />
2012-6-17,31,26,20,21,18,16,88,70,43,1019,1017,1014,24,19,16,21,11,32,0.00,2,,59<br />
2012-6-18,31,26,20,20,17,14,94,70,35,1018,1016,1015,32,19,16,23,8,32,0.00,1,,80<br />
2012-6-19,31,26,20,20,18,16,94,73,40,1019,1018,1017,24,18,16,29,10,35,0.00,3,,77<br />
2012-6-20,28,24,22,24,21,19,100,85,70,1018,1016,1015,24,17,6,26,13,39,0.00,4,Rain,67<br />
2012-6-21,30,27,23,23,22,22,100,88,62,1016,1014,1012,19,16,11,26,11,37,0.00,6,Rain,94<br />
2012-6-22,31,26,22,24,22,21,100,89,55,1014,1012,1011,24,16,3,16,8,26,0.00,4,Rain-Thunderstorm,109<br />
2012-6-23,27,24,22,25,23,22,100,93,79,1015,1013,1012,19,16,11,14,6,,0.00,6,Rain,124<br />
2012-6-24,26,24,23,24,23,22,100,94,89,1014,1012,1007,16,11,3,35,23,55,0.00,7,Rain,133<br />
2012-6-25,28,26,23,24,23,22,100,90,78,1008,1006,1005,16,10,3,35,24,61,0.00,8,Rain,173<br />
2012-6-26,28,26,24,25,23,21,94,86,74,1004,1003,1003,19,14,5,42,26,60,0.00,7,Rain,194<br />
2012-6-27,31,26,22,23,22,20,100,88,58,1017,1009,1004,19,15,3,29,19,45,0.00,7,Rain,289<br />
2012-6-28,32,26,21,20,19,15,94,73,36,1019,1018,1016,24,19,11,13,2,,0.00,1,,357<br />
2012-6-29,33,27,21,23,19,16,94,75,36,1019,1017,1014,19,16,11,14,5,,0.00,1,,248<br />
2012-6-30,32,26,21,22,20,16,100,78,38,1017,1015,1014,24,18,8,19,3,,0.00,0,,256<br />
2012-7-1,33,27,21,24,21,20,100,83,49,1019,1017,1016,24,15,6,16,2,,0.00,1,,266<br />
2012-7-2,33,27,22,24,22,18,100,79,43,1020,1018,1016,24,16,11,111,5,,0.00,2,,270<br />
2012-7-3,33,27,22,23,21,19,94,78,49,1019,1017,1016,24,18,16,19,2,,0.00,2,Thunderstorm,225<br />
2012-7-4,33,28,23,23,22,18,94,81,43,1020,1018,1017,19,16,6,23,2,35,0.00,3,Thunderstorm,118<br />
2012-7-5,32,27,22,23,21,19,100,81,46,1019,1017,1015,19,13,4,21,3,,0.00,2,Rain,271<br />
2012-7-6,33,28,23,23,22,19,94,79,43,1019,1017,1016,24,18,16,10,2,,0.00,3,,195<br />
2012-7-7,34,28,23,23,21,16,94,75,34,1020,1018,1017,24,16,5,14,3,,0.00,2,,122<br />
2012-7-8,35,29,23,23,22,19,94,73,39,1020,1019,1016,24,18,16,21,5,27,0.00,2,Rain-Thunderstorm,147<br />
2012-7-9,34,29,24,24,23,21,94,84,46,1018,1017,1015,24,17,16,24,2,,0.00,2,Thunderstorm,68<br />
2012-7-10,33,27,22,23,22,19,100,85,43,1019,1017,1015,24,15,3,40,5,55,0.00,3,Rain-Thunderstorm,183<br />
2012-7-11,29,26,22,23,22,22,100,95,66,1018,1017,1016,24,16,2,40,3,64,0.00,4,Rain-Thunderstorm,76<br />
2012-7-12,31,26,22,24,22,20,100,87,55,1017,1016,1014,32,18,3,16,2,,0.00,4,Rain-Thunderstorm,97<br />
2012-7-13,31,27,23,23,22,21,100,87,55,1019,1017,1016,32,19,8,37,8,52,0.00,4,Rain-Thunderstorm,127<br />
2012-7-14,32,27,23,24,22,21,94,81,52,1020,1018,1017,24,19,16,21,8,39,0.00,2,Rain,104<br />
2012-7-15,31,27,22,23,22,21,100,86,55,1020,1019,1017,32,16,2,34,6,47,0.00,3,Rain,90<br />
2012-7-16,30,26,22,23,22,21,100,91,58,1019,1018,1015,24,16,2,23,3,32,0.00,4,Rain-Thunderstorm,182<br />
2012-7-17,28,24,22,23,22,21,100,93,74,1017,1016,1015,24,16,4,27,10,32,0.00,5,Rain-Thunderstorm,232<br />
2012-7-18,30,26,22,24,22,22,100,92,66,1021,1018,1016,24,17,3,16,2,,0.00,4,Rain-Thunderstorm,237<br />
2012-7-19,33,28,23,26,22,21,100,82,49,1022,1021,1020,19,17,16,19,3,,0.00,4,,230<br />
2012-7-20,34,28,23,24,23,18,100,79,38,1021,1020,1017,24,15,8,11,2,,0.00,2,,155<br />
2012-7-21,34,29,25,24,22,21,94,76,46,1022,1019,1017,32,20,11,21,5,27,0.00,2,,141<br />
2012-7-22,33,28,23,25,23,19,94,84,55,1022,1020,1018,19,15,2,35,8,52,0.00,4,Rain,90<br />
2012-7-23,30,26,22,24,22,21,100,91,62,1022,1021,1020,24,16,8,19,5,,0.00,3,Rain-Thunderstorm,103<br />
2012-7-24,32,27,22,25,22,21,100,87,55,1021,1020,1017,24,19,16,19,2,27,0.00,3,,229<br />
2012-7-25,33,28,23,24,23,22,100,84,52,1018,1017,1016,24,15,6,21,5,29,0.00,2,,223<br />
2012-7-26,33,28,23,24,23,19,100,81,43,1017,1016,1015,24,19,11,19,6,27,0.00,1,,224<br />
2012-7-27,34,28,23,24,22,18,100,81,38,1020,1017,1016,24,18,11,19,3,26,0.00,3,,213<br />
2012-7-28,33,28,23,24,23,20,100,79,46,1020,1018,1017,24,17,11,27,3,42,0.00,3,,216<br />
2012-7-29,33,28,23,24,22,19,100,76,43,1019,1017,1016,24,19,16,21,3,32,0.00,2,,235<br />
2012-7-30,33,28,23,24,22,19,100,84,43,1018,1017,1016,19,17,16,29,3,42,0.00,2,Thunderstorm,247<br />
2012-7-31,33,27,22,23,22,19,94,82,43,1018,1016,1015,19,17,16,27,6,39,0.00,2,,216<br />
2012-8-1,32,27,23,24,22,21,100,87,52,1017,1016,1014,24,18,11,23,2,,0.00,2,Rain,226<br />
2012-8-2,33,28,23,24,23,17,100,83,38,1016,1015,1013,24,17,6,19,3,,0.00,2,Thunderstorm,241<br />
2012-8-3,32,27,22,23,22,20,100,87,52,1019,1016,1014,19,16,2,21,3,29,0.00,3,Rain-Thunderstorm,170<br />
2012-8-4,33,27,22,24,22,20,100,85,46,1018,1017,1015,24,16,8,21,3,,0.00,2,,45<br />
2012-8-5,33,28,23,24,22,21,94,81,49,1020,1018,1016,32,20,16,27,8,40,0.00,3,Thunderstorm,126<br />
2012-8-6,33,28,23,24,22,20,100,83,52,1020,1018,1015,19,17,16,29,10,40,0.00,4,Thunderstorm,126<br />
2012-8-7,33,27,22,27,23,21,100,82,52,1018,1016,1015,24,18,16,14,5,,0.00,4,Rain,138<br />
2012-8-8,34,29,24,24,22,18,94,73,38,1019,1017,1015,16,16,11,13,5,,0.00,4,,148<br />
2012-8-9,34,28,23,23,21,19,94,74,41,1017,1016,1013,32,19,11,19,3,,0.00,3,Thunderstorm,131<br />
2012-8-10,32,27,23,23,22,19,94,79,46,1016,1015,1014,32,20,11,21,5,29,0.00,2,Rain,160<br />
2012-8-11,32,27,22,23,22,21,100,85,52,1017,1015,1014,24,17,3,19,3,27,0.00,3,Rain,171<br />
2012-8-12,31,26,22,24,22,22,100,90,58,1018,1017,1015,19,16,11,26,5,37,0.00,3,Rain,199<br />
2012-8-13,32,27,23,24,23,22,100,86,55,1019,1018,1016,24,16,8,13,3,,0.00,3,Thunderstorm,224<br />
