
PST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2012-3-23,19,16,12,10,9,8,89,69,48,1018,1016,1015,16,14,10,13,2,19,0.00,5,,120<br />
2012-3-24,19,16,12,10,8,6,89,66,42,1016,1014,1013,16,14,10,11,1,16,0.00,5,,0<br />
2012-3-25,14,12,8,11,9,7,93,78,62,1014,1011,1010,16,9,1,24,8,45,23.11,8,Fog-Rain,130<br />
2012-3-26,18,13,8,8,8,7,93,73,52,1021,1018,1014,16,15,4,14,5,26,1.02,6,Rain,87<br />
2012-3-27,18,13,8,8,7,4,86,65,44,1019,1018,1017,16,16,16,14,2,24,0.00,0,,220<br />
2012-3-28,20,14,9,12,9,6,93,73,52,1020,1018,1016,16,16,14,16,2,27,0.00,2,,272<br />
2012-3-29,20,16,12,12,11,11,100,78,55,1018,1017,1015,14,9,5,14,3,24,0.00,6,,272<br />
2012-3-30,20,16,12,12,11,11,93,78,63,1016,1015,1014,11,7,4,14,2,23,0.00,6,,228<br />
2012-3-31,18,14,10,12,11,8,93,79,65,1018,1016,1015,16,11,4,13,4,23,1.02,8,Rain,238<br />
2012-4-1,20,14,8,8,2,-1,86,57,28,1017,1016,1015,16,16,16,26,9,42,0.00,0,,314<br />
2012-4-2,26,18,10,4,1,-5,61,37,13,1017,1014,1012,16,16,16,11,4,26,0.00,0,,8<br />
2012-4-3,25,18,11,9,5,1,72,48,23,1016,1014,1013,16,16,13,13,2,21,0.00,0,,171<br />
2012-4-4,22,17,12,10,8,5,83,60,37,1015,1014,1012,16,16,14,13,2,24,0.00,0,,100<br />
2012-4-5,19,16,12,10,8,1,89,62,34,1016,1013,1012,16,15,11,16,4,35,0.00,1,,200<br />
2012-4-6,22,16,9,6,1,-7,63,40,17,1019,1017,1015,16,16,16,13,3,27,0.00,0,,339<br />
2012-4-7,29,21,12,5,-6,-15,55,30,5,1017,1016,1014,16,16,13,13,3,24,0.00,0,,27<br />
2012-4-8,27,19,10,9,2,-4,83,48,13,1017,1016,1015,16,16,16,13,2,23,0.00,0,,277<br />
2012-4-9,26,18,10,9,6,1,89,55,21,1016,1015,1013,16,16,13,16,2,24,0.00,0,,265<br />
2012-4-10,21,16,9,9,8,7,93,67,40,1015,1013,1012,16,15,10,14,3,27,3.81,2,Rain,146<br />
2012-4-11,17,14,11,11,10,8,93,77,60,1020,1014,1012,16,12,3,19,6,32,14.73,6,Rain,124<br />
2012-4-12,18,14,9,9,8,7,86,67,48,1022,1020,1019,16,16,16,16,4,29,0.00,3,,265<br />
2012-4-13,14,11,8,12,9,4,96,81,66,1018,1011,1008,16,11,1,21,7,34,12.45,7,Rain,238<br />
2012-4-14,17,12,7,8,4,3,83,61,39,1019,1013,1009,16,16,16,16,3,32,0.00,1,,234<br />
2012-4-15,19,15,11,9,8,7,83,64,45,1022,1020,1019,16,16,16,14,4,24,0.00,2,,99<br />
2012-4-16,25,18,10,11,9,7,89,61,33,1021,1020,1018,16,16,16,13,2,24,0.00,0,,263<br />
2012-4-17,27,20,13,12,9,6,83,56,28,1018,1016,1014,16,15,3,14,3,23,0.00,0,,270<br />
2012-4-18,24,19,13,12,11,9,86,64,41,1015,1014,1013,16,16,13,16,2,24,0.00,0,,275<br />
2012-4-19,23,18,13,13,12,11,93,75,57,1015,1014,1012,16,11,6,11,1,23,0.00,2,,-1<br />
2012-4-20,27,21,13,14,13,12,93,69,45,1015,1014,1012,14,8,3,13,2,23,0.00,3,,280<br />
2012-4-21,24,19,14,14,13,12,87,74,61,1015,1013,1012,16,8,3,13,2,19,0.00,4,,270<br />
2012-4-22,21,17,13,13,13,12,93,77,61,1015,1014,1013,16,9,4,14,3,23,0.00,7,,259<br />
2012-4-23,17,15,13,12,11,10,93,79,65,1018,1016,1015,16,13,4,11,2,19,0.00,8,,262<br />
2012-4-24,22,17,12,12,10,9,86,67,47,1018,1016,1014,16,16,16,16,3,29,0.00,1,,273<br />
2012-4-25,29,22,14,14,12,10,93,63,33,1016,1012,1007,16,14,4,23,3,45,5.08,3,Rain,244<br />
2012-4-26,20,17,14,14,13,11,93,78,63,1018,1015,1011,16,13,3,16,4,26,7.37,7,Rain,131<br />
2012-4-27,22,17,13,11,10,8,83,65,47,1018,1017,1014,16,16,16,16,2,26,0.00,3,,248<br />
2012-4-28,25,19,12,12,11,10,86,64,41,1014,1011,1008,16,16,16,14,2,23,0.00,0,,256<br />
2012-4-29,24,19,14,13,13,12,93,71,49,1014,1011,1010,16,16,14,10,3,,0.00,2,,270<br />
2012-4-30,21,18,14,13,13,12,87,77,67,1015,1014,1013,16,13,8,13,3,24,0.00,8,,250<br />
2012-5-1,17,16,14,13,13,12,93,83,72,1014,1013,1012,16,14,5,10,2,16,0.00,8,,267<br />
2012-5-2,18,17,14,12,12,10,86,75,63,1015,1013,1012,16,16,10,10,1,14,T,8,,268<br />
2012-5-3,20,17,14,11,11,10,80,69,58,1017,1016,1015,16,16,14,16,3,26,0.00,6,,271<br />
2012-5-4,21,17,12,12,12,11,93,75,57,1019,1017,1016,16,16,13,14,3,26,0.00,3,,260<br />
2012-5-5,23,18,13,13,12,11,93,73,53,1016,1015,1013,16,15,10,14,2,26,0.00,1,,109<br />
2012-5-6,23,19,15,13,13,12,87,70,53,1015,1014,1013,16,14,11,16,3,26,0.00,4,,171<br />
2012-5-7,24,19,15,14,13,12,87,70,53,1015,1014,1012,16,12,8,13,3,24,0.00,3,,285<br />
2012-5-8,22,18,14,13,13,12,93,77,61,1013,1012,1010,16,9,3,13,2,21,0.00,3,,219<br />
2012-5-9,27,21,14,14,13,12,93,69,45,1012,1011,1009,16,14,10,14,2,23,0.00,0,,250<br />
2012-5-10,23,19,15,14,13,11,84,71,57,1013,1012,1011,16,14,10,13,4,24,0.00,5,,122<br />
2012-5-11,23,19,14,12,11,10,86,68,49,1017,1014,1012,16,15,11,14,3,26,0.00,5,,175<br />
2012-5-12,22,18,14,13,12,12,86,72,57,1019,1017,1016,16,14,8,14,3,24,0.00,5,,254<br />
2012-5-13,21,18,14,13,12,12,86,74,61,1019,1017,1016,16,12,4,16,2,26,0.00,4,,244<br />
2012-5-14,24,19,13,13,12,7,93,66,38,1017,1016,1014,16,13,6,14,3,27,0.00,1,,175<br />
2012-5-15,23,18,13,13,11,8,84,64,44,1014,1013,1011,16,16,14,14,2,23,0.00,0,,190<br />
2012-5-16,27,21,14,14,12,11,84,63,42,1012,1011,1009,16,15,11,13,2,21,0.00,0,,240<br />
2012-5-17,25,21,16,14,13,10,90,72,54,1011,1010,1009,16,13,6,13,3,24,0.00,2,,253<br />
2012-5-18,22,18,14,12,12,10,78,66,53,1012,1011,1010,16,14,11,14,3,26,0.00,4,,265<br />
2012-5-19,23,19,16,13,13,11,84,71,57,1014,1012,1011,16,13,10,14,3,24,0.00,4,,265<br />
2012-5-20,24,19,14,14,13,12,87,71,54,1014,1012,1011,14,11,6,13,3,21,0.00,4,,273<br />
2012-5-21,26,21,15,15,13,12,87,71,54,1014,1013,1012,16,11,4,11,3,23,0.00,3,,257<br />
2012-5-22,25,20,15,15,14,13,87,71,54,1013,1012,1009,16,13,10,13,2,21,0.00,2,,242<br />
2012-5-23,23,20,17,14,13,9,84,66,47,1010,1008,1005,16,15,6,16,4,32,0.00,3,,230<br />
2012-5-24,23,19,16,13,13,12,84,69,53,1007,1006,1004,16,16,13,13,5,26,0.00,7,,137<br />
2012-5-25,19,16,13,13,11,7,78,65,52,1009,1007,1005,16,16,14,16,7,37,0.25,5,Rain,177<br />
2012-5-26,19,16,12,10,8,6,72,59,45,1017,1014,1010,16,16,16,13,5,,0.00,2,,33<br />
2012-5-27,22,18,13,12,10,9,78,64,49,1017,1016,1014,16,16,16,14,3,23,0.00,1,,157<br />
2012-5-28,26,20,14,13,11,9,86,61,36,1014,1013,1012,16,16,16,14,3,26,0.00,0,,253<br />
2012-5-29,26,21,16,14,13,11,90,65,39,1015,1014,1013,16,16,16,14,2,23,0.00,0,,155<br />
2012-5-30,23,19,14,13,12,12,86,70,53,1017,1015,1014,16,16,13,11,3,23,0.00,0,,270<br />
2012-5-31,26,21,15,14,13,13,87,69,50,1015,1012,1009,16,14,8,13,2,23,0.00,2,,260<br />
2012-6-1,25,21,16,16,14,13,90,74,57,1011,1010,1009,16,12,6,13,2,23,0.00,4,,233<br />
2012-6-2,23,20,16,14,13,13,84,71,57,1012,1011,1010,16,14,8,14,2,26,0.00,5,,226<br />
2012-6-3,23,20,17,13,13,12,78,66,53,1014,1012,1010,16,16,16,13,3,23,0.00,5,,-1<br />
2012-6-4,21,19,16,14,13,12,84,73,61,1015,1014,1013,16,16,13,16,3,26,0.00,6,,219<br />
2012-6-5,24,19,15,13,9,1,84,54,23,1015,1013,1012,16,16,16,19,4,29,0.00,2,,261<br />
2012-6-6,24,19,14,12,10,8,80,59,38,1012,1010,1008,16,16,16,16,3,24,0.00,0,,80<br />
2012-6-7,27,22,17,14,12,9,78,59,39,1011,1010,1009,16,15,3,14,2,23,0.00,0,,150<br />
2012-6-8,25,21,16,14,14,12,90,70,50,1011,1010,1010,16,15,13,16,4,26,0.00,0,,232<br />
2012-6-9,23,19,16,14,13,12,84,71,57,1011,1010,1008,16,16,14,13,2,24,0.00,5,,265<br />
2012-6-10,24,21,16,13,12,12,78,66,53,1014,1011,1010,16,16,13,16,3,24,0.00,4,,130<br />
2012-6-11,23,20,16,14,13,13,84,69,53,1015,1014,1012,16,15,11,13,4,24,0.00,5,,266<br />
2012-6-12,23,19,16,14,14,13,90,74,57,1015,1013,1012,16,15,11,14,4,26,0.00,5,,263<br />
2012-6-13,23,20,17,14,14,13,84,69,53,1012,1010,1008,16,13,6,16,3,26,0.00,5,,250<br />
2012-6-14,23,19,16,14,13,12,84,71,57,1011,1010,1009,16,15,11,14,3,26,0.00,5,,171<br />
2012-6-15,23,19,16,14,13,12,78,68,57,1011,1010,1009,16,16,13,13,2,23,0.00,6,,219<br />
2012-6-16,24,21,17,14,14,13,84,71,57,1013,1010,1009,16,15,10,14,3,24,0.00,5,,260<br />
2012-6-17,25,21,16,16,14,14,90,74,58,1013,1012,1011,16,15,11,13,3,21,0.00,3,,268<br />
2012-6-18,23,19,16,15,14,13,90,76,61,1013,1012,1010,16,12,5,16,4,26,0.00,5,,247<br />
2012-6-19,23,19,16,14,13,13,90,72,53,1013,1011,1010,16,16,13,14,3,27,0.00,5,,250<br />
2012-6-20,23,19,16,14,13,13,84,69,53,1011,1010,1009,16,14,8,13,3,24,0.00,4,,277<br />
2012-6-21,23,20,16,14,13,13,84,71,57,1013,1012,1011,16,15,10,14,2,24,0.00,4,,240<br />
2012-6-22,23,19,16,14,13,12,84,69,53,1013,1011,1009,16,14,8,14,3,26,0.00,4,,257<br />
2012-6-23,23,19,15,13,13,12,84,69,53,1011,1010,1009,16,16,16,14,3,26,0.00,0,,270<br />
2012-6-24,27,21,15,13,12,9,84,63,42,1015,1013,1011,16,16,16,14,2,24,0.00,0,,185<br />
2012-6-25,26,21,14,12,11,7,86,61,35,1016,1015,1013,16,16,16,14,3,23,0.00,0,,238<br />
2012-6-26,27,21,14,14,11,8,84,58,32,1013,1011,1009,16,16,16,14,2,24,0.00,0,,195<br />
2012-6-27,28,22,15,14,12,11,78,57,36,1013,1011,1009,16,16,16,14,3,23,0.00,0,,280<br />
2012-6-28,26,21,16,14,14,13,90,68,45,1016,1015,1013,16,16,11,14,2,23,0.00,0,,225<br />
2012-6-29,26,21,16,14,13,12,90,69,47,1016,1015,1013,16,15,8,14,3,23,0.00,0,,253<br />
2012-6-30,27,21,16,15,13,13,84,66,47,1014,1013,1011,16,16,16,13,2,23,0.00,0,,243<br />
2012-7-1,25,21,17,15,14,14,84,71,57,1012,1011,1009,16,16,16,13,2,23,0.00,2,,275<br />
2012-7-2,26,21,17,16,14,13,84,70,56,1012,1011,1010,16,16,13,14,3,23,0.00,3,,-1<br />
2012-7-3,24,17,6,15,14,14,84,69,54,1013,1012,1010,16,16,13,13,3,23,0.00,6,,220<br />
2012-7-4,23,0,-23,14,14,14,78,70,61,1014,1013,1012,16,14,6,11,2,23,0.00,6,,240<br />
2012-7-5,23,20,17,15,14,13,84,75,66,1015,1014,1013,16,13,8,13,2,21,0.00,6,,263<br />
2012-7-6,24,21,16,14,14,14,90,74,57,1016,1015,1013,16,16,11,13,3,23,0.00,3,,256<br />
2012-7-7,23,19,14,14,14,13,93,73,53,1016,1015,1014,16,14,6,13,2,23,0.00,4,,260<br />
2012-7-8,24,19,14,14,13,11,93,68,43,1016,1015,1013,16,13,8,13,2,21,0.00,3,,265<br />
2012-7-9,28,22,15,15,13,12,90,65,39,1014,1013,1011,16,16,10,13,2,21,0.00,0,,240<br />
2012-7-10,29,23,17,16,14,11,93,65,36,1012,1011,1009,16,16,13,13,2,23,0.00,0,,258<br />
2012-7-11,31,24,17,16,14,13,90,66,42,1011,1010,1008,16,15,10,14,2,23,0.00,0,,265<br />
2012-7-12,27,22,18,17,16,15,87,72,56,1011,1010,1008,16,14,10,14,2,19,0.25,1,Rain,264<br />
2012-7-13,29,24,18,18,17,14,78,65,51,1013,1011,1009,16,14,6,13,1,21,T,1,Rain,270<br />
2012-7-14,28,22,16,17,16,14,97,74,51,1014,1013,1011,16,14,6,13,2,19,0.00,0,,270<br />
2012-7-15,26,22,17,16,14,13,87,69,50,1014,1013,1011,16,15,10,13,4,24,0.00,4,,192<br />
2012-7-16,24,21,17,13,13,12,78,64,49,1015,1014,1013,16,16,16,19,2,29,0.00,4,,185<br />
2012-7-17,25,21,17,14,13,11,84,65,46,1016,1015,1014,16,16,16,16,3,27,0.00,4,,269<br />
2012-7-18,26,21,16,16,14,11,90,65,39,1015,1014,1011,16,16,16,14,2,23,T,0,Rain,275<br />
2012-7-19,33,26,19,16,14,11,81,54,27,1014,1012,1011,16,16,16,13,3,21,0.00,0,,137<br />
2012-7-20,30,24,18,16,14,12,78,60,42,1015,1014,1012,16,16,16,14,2,24,0.00,0,,-1<br />
2012-7-21,28,23,18,17,16,14,87,68,48,1014,1013,1010,16,16,14,14,2,23,0.00,0,,259<br />
2012-7-22,27,22,17,16,16,14,87,71,54,1015,1013,1012,16,14,10,13,2,23,0.00,2,,240<br />
2012-7-23,25,21,16,16,15,14,90,75,60,1015,1014,1013,16,14,8,13,2,21,0.00,4,,257<br />
2012-7-24,26,21,16,14,14,13,90,70,50,1016,1015,1013,16,14,8,13,2,23,0.00,3,,273<br />
2012-7-25,26,21,16,14,13,13,90,70,50,1017,1015,1013,16,15,11,13,3,24,0.00,3,,275<br />
2012-7-26,24,20,16,14,13,13,84,67,50,1016,1015,1013,16,16,13,14,2,24,0.00,3,,210<br />
2012-7-27,25,21,16,13,13,12,84,67,50,1016,1015,1013,16,15,11,14,3,24,0.00,3,,265<br />
2012-7-28,26,21,15,14,13,12,87,67,46,1015,1014,1013,16,15,11,13,2,23,0.00,0,,280<br />
2012-7-29,26,21,16,15,14,14,90,69,48,1015,1014,1012,16,15,10,13,3,23,0.00,1,,165<br />
2012-7-30,26,22,17,16,15,14,90,72,54,1015,1014,1012,16,15,13,13,3,21,0.00,0,,260<br />
2012-7-31,28,22,17,16,16,15,90,71,51,1016,1015,1014,16,13,4,11,1,21,0.00,1,,270<br />
2012-8-1,27,22,17,16,16,12,93,68,42,1017,1016,1014,16,12,5,13,3,19,0.00,2,,270<br />
2012-8-2,28,22,16,16,15,12,90,64,37,1015,1014,1011,16,15,8,13,2,23,0.00,1,,230<br />
2012-8-3,26,22,17,16,15,14,87,71,54,1013,1012,1010,16,15,8,13,2,21,0.00,2,,250<br />
2012-8-4,26,22,17,16,16,14,87,71,54,1014,1012,1011,16,14,8,13,3,21,0.00,3,,247<br />
2012-8-5,26,22,17,16,15,14,90,70,50,1015,1014,1013,16,16,16,14,2,23,0.00,0,,270<br />
2012-8-6,30,24,18,17,16,14,87,66,44,1015,1014,1012,16,16,16,14,2,23,0.00,0,,275<br />
2012-8-7,33,26,19,17,16,14,78,60,41,1013,1012,1010,16,16,14,14,2,21,0.00,0,,240<br />
2012-8-8,32,26,20,18,16,14,78,61,43,1012,1011,1010,16,16,16,13,2,23,0.00,0,,270<br />
2012-8-9,32,26,20,16,15,14,76,56,36,1012,1010,1008,16,16,14,13,3,24,0.00,0,,253<br />
2012-8-10,32,26,19,17,16,14,76,57,37,1009,1007,1005,16,16,14,13,2,21,0.00,0,,257<br />
2012-8-11,33,27,21,18,17,16,73,56,38,1009,1007,1006,16,15,8,13,2,23,0.00,0,,270<br />
2012-8-12,33,28,22,18,15,9,79,51,23,1009,1008,1007,16,16,16,13,2,23,0.00,0,,277<br />
2012-8-13,32,27,21,18,17,14,84,62,40,1009,1008,1007,16,16,11,13,2,21,0.00,0,,270<br />
2012-8-14,31,26,20,18,16,13,84,60,36,1010,1008,1007,16,16,16,14,2,23,0.00,0,,270<br />
2012-8-15,29,24,19,17,16,14,87,67,47,1011,1010,1008,16,15,10,13,2,21,0.00,0,,285<br />
2012-8-16,32,26,19,16,14,8,81,54,27,1012,1010,1009,16,16,13,11,2,21,0.00,0,,280<br />
2012-8-17,34,28,21,17,14,8,73,49,25,1012,1011,1009,16,16,16,13,2,19,0.00,0,,274<br />
2012-8-18,34,28,22,17,15,12,73,51,28,1012,1011,1009,16,16,16,14,2,26,0.00,0,,285<br />
