
PST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2012-2-6,16,9,2,0,-4,-7,89,56,22,1020,1016,1013,16,16,16,37,18,45,0.00,1,,70<br />
2012-2-7,16,12,8,1,-4,-6,36,30,23,1017,1013,1012,16,16,16,37,19,50,0.25,4,Rain,119<br />
2012-2-8,10,8,5,8,5,2,86,73,60,1026,1022,1018,16,14,5,24,10,27,2.79,7,Rain,131<br />
2012-2-9,11,9,8,8,6,2,93,80,66,1026,1023,1017,16,16,11,26,9,32,2.54,8,Rain,109<br />
2012-2-10,13,10,7,8,6,2,93,75,56,1019,1016,1014,16,15,5,26,11,29,2.54,8,Rain,165<br />
2012-2-11,9,7,6,6,4,3,93,82,71,1023,1021,1018,16,16,14,24,12,32,0.76,8,Rain,184<br />
2012-2-12,8,7,5,5,3,2,89,80,70,1021,1017,1013,16,16,5,13,5,19,1.02,8,Rain,171<br />
2012-2-13,7,6,4,6,4,3,100,88,76,1019,1017,1014,16,9,1,14,5,16,11.43,8,Rain,168<br />
2012-2-14,7,4,1,4,2,1,93,85,76,1024,1016,1013,16,15,6,27,11,34,2.54,7,Rain,191<br />
2012-2-15,7,4,1,3,2,0,100,83,65,1030,1028,1024,16,12,1,21,6,23,0.00,6,,175<br />
2012-2-16,7,6,3,6,4,1,92,86,79,1027,1025,1024,16,11,0,21,7,24,1.78,8,Fog-Rain,185<br />
2012-2-17,10,7,4,7,5,3,100,87,74,1025,1019,1011,16,7,0,40,12,58,17.27,7,Fog-Rain,166<br />
2012-2-18,7,6,4,6,3,2,96,86,76,1019,1015,1013,16,16,10,45,29,61,6.35,8,Rain,196<br />
2012-2-19,7,4,2,2,0,-2,85,72,58,1020,1018,1014,16,16,16,39,17,48,0.00,7,,181<br />
2012-2-20,8,5,2,7,3,-2,100,85,70,1017,1015,1012,16,9,2,24,10,29,3.05,8,Rain,164<br />
2012-2-21,10,9,8,9,7,7,100,90,80,1020,1018,1016,16,14,1,45,27,60,0.76,8,Rain,207<br />
2012-2-22,10,7,3,8,4,1,96,79,61,1027,1020,1015,16,12,1,45,21,63,8.64,6,Rain,219<br />
2012-2-23,8,6,3,2,1,0,85,73,60,1030,1029,1027,16,16,16,26,14,34,0.00,7,,191<br />
2012-2-24,7,6,4,6,3,1,96,83,70,1026,1013,1003,16,15,6,27,13,37,11.43,8,Rain,186<br />
2012-2-25,7,5,3,4,1,-1,86,78,70,1023,1013,1002,16,16,16,39,23,58,T,7,Rain,212<br />
2012-2-26,5,2,-1,0,-1,-4,89,74,59,1024,1022,1021,16,14,1,27,12,35,1.27,7,Rain-Snow,109<br />
2012-2-27,7,2,-2,-3,-4,-6,85,67,49,1024,1021,1016,16,16,16,26,11,34,0.00,4,,39<br />
2012-2-28,7,3,-1,2,-3,-6,82,61,40,1015,1005,998,16,15,8,34,15,47,3.56,8,Rain-Snow,137<br />
2012-2-29,5,3,1,3,1,-2,92,84,75,1009,1003,999,16,15,5,47,25,61,0.76,8,Rain-Snow,182<br />
2012-3-1,6,4,1,2,1,-1,96,83,70,1028,1019,1009,16,16,16,27,11,35,T,7,,210<br />
2012-3-2,7,6,4,4,2,1,89,80,70,1031,1029,1028,16,16,16,27,18,35,2.03,8,Rain,189<br />
2012-3-3,12,9,7,6,6,4,89,77,64,1029,1028,1026,16,16,16,42,25,53,0.00,7,,205<br />
2012-3-4,11,9,7,6,4,3,92,77,61,1028,1023,1016,16,15,3,34,20,40,T,7,Rain,205<br />
2012-3-5,8,4,1,5,1,-4,89,67,45,1015,1010,1006,16,15,8,47,22,69,6.86,5,Rain,206<br />
2012-3-6,7,3,0,0,-3,-7,92,65,37,1029,1020,1012,16,14,3,26,10,34,0.51,6,Snow,311<br />
2012-3-7,9,4,-2,-2,-4,-7,82,58,34,1033,1031,1029,16,16,16,21,10,24,0.00,3,,76<br />
2012-3-8,16,8,1,3,1,-2,89,63,36,1029,1025,1022,16,16,16,21,9,45,0.00,5,,258<br />
2012-3-9,9,7,5,7,6,2,93,80,66,1025,1020,1015,16,10,0,23,10,48,3.56,8,Fog-Rain,195<br />
2012-3-10,7,7,6,6,5,4,92,88,83,1015,1011,1004,16,14,3,26,12,35,10.41,8,Rain,190<br />
2012-3-11,7,5,3,5,2,-2,96,80,64,1009,1005,1002,16,15,6,39,21,48,13.72,7,Rain,188<br />
2012-3-12,8,4,1,4,1,-2,92,73,53,1005,996,993,16,13,2,47,22,64,19.30,8,Rain-Snow,189<br />
2012-3-13,6,3,1,2,0,-1,96,85,73,1012,1004,995,16,10,0,39,19,60,9.40,7,Fog-Rain-Snow,188<br />
2012-3-14,8,4,1,4,2,-3,92,78,64,1012,1008,1005,16,15,8,34,17,48,8.64,8,Rain,140<br />
2012-3-15,11,8,6,8,6,4,92,87,82,1005,1003,999,16,12,2,47,21,61,23.88,8,Rain,182<br />
2012-3-16,9,7,4,5,3,1,96,81,66,1007,1003,995,16,15,8,35,18,48,8.38,7,Rain,195<br />
2012-3-17,10,6,1,3,2,0,100,78,56,1005,1000,994,16,13,1,34,14,40,9.40,7,Fog-Rain-Snow,192<br />
2012-3-18,5,2,-1,3,2,-2,92,87,82,1012,1006,1003,16,15,3,23,10,26,3.56,7,Rain,140<br />
2012-3-19,7,3,-1,2,-1,-3,92,75,57,1013,1011,1005,16,16,14,24,11,32,2.03,6,Rain,171<br />
2012-3-20,8,5,2,4,2,1,100,85,70,1016,1008,1001,16,15,10,45,23,60,3.56,7,Rain,199<br />
2012-3-21,9,5,1,2,0,-4,92,66,39,1017,1014,1009,16,16,11,27,9,34,1.27,6,Rain,130<br />
2012-3-22,10,6,2,2,1,-4,100,70,39,1019,1015,1010,16,16,10,21,7,24,4.06,7,Rain,187<br />
2012-3-23,12,7,1,1,-1,-4,92,62,32,1019,1017,1015,16,16,16,26,10,29,0.00,1,,42<br />
2012-3-24,15,9,3,2,1,0,85,61,37,1017,1015,1012,16,16,16,29,19,34,0.00,4,,360<br />
2012-3-25,13,8,2,5,2,0,85,68,50,1013,1009,1007,16,16,16,24,10,32,T,6,,354<br />
2012-3-26,13,9,6,6,3,-2,89,64,38,1011,1009,1007,16,16,16,27,16,35,T,6,,192<br />
2012-3-27,14,11,7,7,4,1,77,62,47,1008,1004,1000,16,16,13,32,14,42,4.83,8,Rain,120<br />
2012-3-28,11,9,7,7,4,2,86,71,56,1010,1007,1001,16,16,13,42,21,56,1.27,7,Rain,189<br />
2012-3-29,10,8,6,8,6,2,100,88,76,1004,1000,996,16,9,1,39,16,52,27.43,8,Rain,189<br />
2012-3-30,9,7,5,7,5,2,96,81,65,1008,1003,998,16,16,10,42,17,60,5.59,7,Rain,202<br />
2012-3-31,10,7,3,6,4,2,92,82,71,1006,999,996,16,15,8,35,12,40,13.21,7,Rain,45<br />
2012-4-1,9,7,4,5,3,1,86,78,70,1023,1013,1000,16,16,11,48,24,66,1.52,7,Rain,207<br />
2012-4-2,17,11,4,2,1,-1,79,57,34,1025,1020,1012,16,16,16,24,11,29,0.00,6,,151<br />
2012-4-3,12,8,3,6,3,1,92,71,50,1016,1013,1008,16,15,6,34,11,47,1.52,7,Rain,199<br />
2012-4-4,11,7,3,3,2,-2,92,69,46,1020,1017,1015,16,16,11,24,7,29,0.00,6,,228<br />
2012-4-5,9,6,3,4,3,1,92,76,60,1022,1021,1020,16,15,8,21,6,26,4.57,7,Rain,305<br />
2012-4-6,11,7,3,3,1,-4,92,64,35,1027,1025,1022,16,16,14,19,9,27,0.25,5,Rain,197<br />
2012-4-7,16,9,2,1,-1,-4,92,59,25,1027,1024,1022,16,16,16,34,15,42,0.00,2,,44<br />
2012-4-8,21,14,7,-2,-4,-6,46,32,18,1022,1019,1016,16,16,16,27,15,35,0.00,5,,73<br />
2012-4-9,20,13,6,4,2,-2,76,50,24,1016,1014,1010,16,16,16,26,7,32,0.00,7,,326<br />
2012-4-10,18,13,9,7,6,2,80,64,48,1010,1009,1007,16,16,16,23,11,29,T,7,,234<br />
2012-4-11,11,9,7,9,8,6,93,84,74,1009,1006,1005,16,14,3,21,9,27,2.29,8,Rain,200<br />
2012-4-12,14,10,6,7,5,3,93,72,51,1011,1009,1007,16,16,16,37,9,48,0.51,5,Rain,153<br />
2012-4-13,15,9,4,6,4,2,93,68,43,1014,1011,1009,16,14,2,32,14,37,0.00,4,Fog,10<br />
2012-4-14,16,9,3,6,4,2,85,69,53,1022,1019,1014,16,16,16,19,11,26,0.00,4,,196<br />
2012-4-15,16,12,7,5,3,1,83,60,36,1024,1021,1016,16,16,10,21,10,24,T,7,,190<br />
2012-4-16,13,10,7,10,7,3,93,78,63,1024,1017,1012,16,15,10,40,21,53,8.13,7,Fog-Rain,193<br />
2012-4-17,10,7,4,6,4,2,92,74,56,1024,1021,1016,16,16,11,16,7,24,1.78,7,Rain,168<br />
2012-4-18,13,11,7,7,5,3,92,73,54,1020,1017,1014,16,16,11,29,14,35,1.78,6,Rain,191<br />
2012-4-19,14,9,5,11,7,3,100,76,51,1020,1018,1016,16,12,5,26,9,35,10.92,7,Rain,181<br />
2012-4-20,13,10,7,10,6,3,96,75,54,1025,1023,1017,16,15,4,27,10,35,6.60,7,Rain,211<br />
2012-4-21,20,12,4,7,6,3,89,66,42,1024,1020,1016,16,16,16,16,8,21,0.00,4,,338<br />
2012-4-22,23,16,8,10,7,4,80,59,38,1016,1014,1012,16,16,16,26,9,29,T,3,,337<br />
2012-4-23,22,16,9,10,8,7,77,62,47,1014,1012,1010,16,16,16,26,13,27,0.00,4,,354<br />
2012-4-24,14,12,10,12,9,8,100,89,77,1014,1012,1010,16,13,4,23,10,29,4.32,8,Rain,188<br />
2012-4-25,17,13,9,12,11,9,100,93,86,1011,1007,1004,16,14,5,27,9,39,10.67,8,Rain,199<br />
2012-4-26,14,11,7,9,7,1,100,72,43,1018,1007,1003,16,15,3,45,19,61,3.81,7,Rain,196<br />
2012-4-27,13,10,6,7,4,2,93,70,47,1027,1024,1017,16,16,16,32,17,42,0.76,7,Rain,197<br />
2012-4-28,16,12,8,9,7,6,93,74,55,1027,1025,1023,16,16,16,19,9,27,T,7,,200<br />
2012-4-29,16,12,9,9,8,7,93,75,57,1023,1018,1009,16,16,11,23,6,27,4.32,8,Rain,245<br />
2012-4-30,13,10,7,10,7,4,96,81,66,1013,1008,1005,16,14,5,42,29,61,4.32,7,Rain,211<br />
2012-5-1,12,9,6,4,3,3,83,69,54,1016,1015,1013,16,16,14,42,23,52,0.51,6,Rain,207<br />
2012-5-2,13,9,6,4,3,1,89,68,46,1017,1014,1009,16,16,16,19,9,24,0.51,7,,199<br />
2012-5-3,11,9,7,9,7,5,100,91,82,1015,1007,1003,16,11,5,32,12,40,18.54,8,Rain,317<br />
2012-5-4,12,9,6,6,4,3,89,74,59,1029,1022,1015,16,15,6,32,17,48,1.78,6,Rain,212<br />
2012-5-5,13,9,5,6,4,2,86,69,51,1034,1032,1029,16,16,16,21,8,26,0.00,6,,203<br />
2012-5-6,18,12,5,6,4,1,92,63,34,1034,1032,1029,16,16,11,21,9,27,0.00,2,,342<br />
2012-5-7,24,15,6,8,6,4,83,57,31,1029,1025,1020,16,16,16,19,8,23,0.00,3,,342<br />
2012-5-8,18,14,9,9,7,2,83,68,52,1022,1021,1020,16,16,16,35,11,42,0.00,6,,357<br />
2012-5-9,13,10,7,3,2,-1,71,56,41,1029,1026,1022,16,16,16,35,14,39,T,6,Rain,94<br />
2012-5-10,14,9,4,2,-1,-6,76,53,30,1032,1030,1028,16,16,16,26,11,32,0.00,3,,40<br />
2012-5-11,18,12,4,4,2,-2,79,53,26,1028,1026,1023,16,16,16,24,15,32,0.00,0,,7<br />
2012-5-12,24,16,7,6,4,2,76,50,23,1024,1023,1021,16,16,16,21,12,26,0.00,0,,348<br />
2012-5-13,26,18,9,7,5,3,59,44,28,1023,1021,1018,16,16,16,24,15,34,0.00,1,,2<br />
2012-5-14,27,20,13,8,6,2,61,42,23,1019,1017,1016,16,16,16,24,14,29,0.00,1,,356<br />
2012-5-15,24,17,9,10,8,2,89,61,33,1021,1019,1017,16,15,11,42,15,50,0.00,4,,243<br />
2012-5-16,19,14,9,7,4,-1,64,50,36,1020,1019,1018,16,16,16,35,13,45,0.00,5,,229<br />
2012-5-17,18,12,7,7,4,1,83,60,36,1019,1018,1016,16,16,16,26,10,29,T,5,,209<br />
2012-5-18,16,12,8,5,3,2,71,57,43,1023,1022,1020,16,16,16,23,11,27,T,7,,205<br />
2012-5-19,19,13,7,7,3,-3,77,51,24,1021,1020,1018,16,16,16,16,5,23,0.00,5,,359<br />
2012-5-20,14,13,12,13,9,3,93,74,55,1017,1017,1015,16,13,8,14,5,21,6.35,8,Rain,209<br />
2012-5-21,17,13,10,13,11,8,93,86,78,1014,1012,1010,16,13,6,32,14,42,13.97,8,Rain,195<br />
2012-5-22,13,11,9,9,8,6,93,82,71,1015,1014,1012,16,15,6,29,17,40,6.10,8,Rain,200<br />
2012-5-23,14,12,9,8,7,6,86,74,61,1017,1016,1013,16,16,16,34,23,47,0.25,7,Rain,209<br />
2012-5-24,17,13,9,6,5,3,80,63,46,1016,1012,1010,16,16,16,29,12,39,T,7,,266<br />
2012-5-25,22,16,9,9,7,4,80,60,40,1014,1012,1011,16,16,16,27,11,35,T,3,Rain-Thunderstorm,33<br />
2012-5-26,22,16,9,10,8,7,83,62,41,1015,1013,1012,16,16,16,32,13,37,0.00,3,,199<br />
2012-5-27,17,14,12,8,8,7,77,65,52,1019,1018,1015,16,16,16,24,13,32,0.00,8,,218<br />
2012-5-28,17,13,10,9,7,5,83,66,48,1021,1020,1017,16,16,16,29,12,37,T,7,,211<br />
2012-5-29,16,12,8,6,4,3,82,62,42,1023,1022,1021,16,16,16,19,7,24,0.00,7,,222<br />
2012-5-30,19,15,11,11,7,4,77,61,44,1026,1024,1022,16,16,10,16,5,23,0.25,7,Rain,233<br />
2012-5-31,18,15,12,13,12,11,100,86,72,1022,1020,1016,16,13,2,24,10,32,3.81,8,Rain,203<br />
2012-6-1,20,17,13,16,14,11,97,83,68,1016,1014,1013,16,11,2,27,13,35,6.60,7,Rain,213<br />
2012-6-2,19,15,11,11,9,4,93,70,47,1016,1014,1012,16,14,2,29,13,37,0.25,7,Rain,237<br />
2012-6-3,17,13,9,6,4,2,71,55,39,1017,1015,1013,16,16,16,19,10,27,0.00,7,,230<br />
2012-6-4,13,11,9,8,7,3,86,74,61,1013,1010,1008,16,16,14,24,11,29,1.27,8,Rain,354<br />
2012-6-5,13,11,8,9,8,4,93,82,71,1024,1018,1011,16,12,2,24,12,29,16.00,7,Rain,224<br />
2012-6-6,16,11,6,6,4,3,89,67,44,1024,1021,1016,16,16,16,26,12,34,0.00,5,,199<br />
2012-6-7,16,13,9,11,8,5,93,77,61,1016,1013,1010,16,13,5,37,13,48,16.51,7,Rain,181<br />
2012-6-8,15,12,8,7,6,4,93,74,55,1019,1016,1015,16,16,11,24,11,32,1.52,7,Rain,191<br />
2012-6-9,17,13,8,8,7,6,86,69,52,1025,1021,1018,16,16,16,29,17,39,T,7,,206<br />
2012-6-10,19,14,10,8,6,4,74,57,40,1026,1025,1024,16,16,16,21,10,29,0.00,6,,232<br />
2012-6-11,23,17,10,9,7,5,77,54,31,1024,1021,1019,16,16,16,14,6,56,T,4,,310<br />
2012-6-12,18,16,13,14,11,6,86,72,57,1019,1017,1016,16,15,6,35,14,45,0.76,8,Rain,197<br />
2012-6-13,16,14,11,10,8,6,83,68,53,1023,1021,1017,16,16,16,37,15,45,0.00,7,,227<br />
2012-6-14,17,14,10,8,7,6,80,66,52,1022,1021,1020,16,16,16,19,10,24,0.00,7,,311<br />
2012-6-15,22,16,9,9,7,5,77,57,36,1023,1022,1022,16,16,16,23,6,53,0.00,4,,313<br />
2012-6-16,21,18,15,17,13,10,84,75,65,1022,1019,1014,16,16,16,29,15,37,T,7,Rain,198<br />
2012-6-17,19,16,12,14,11,7,93,77,60,1015,1014,1013,16,16,16,42,23,56,0.00,6,,217<br />
2012-6-18,17,14,10,9,8,7,89,73,56,1018,1014,1011,16,14,3,29,14,37,3.05,7,Rain,199<br />
2012-6-19,19,15,10,10,8,6,89,66,42,1022,1020,1017,16,16,11,24,11,32,1.02,6,Rain,211<br />
2012-6-20,24,17,10,11,8,7,83,59,35,1022,1018,1014,16,16,16,21,11,26,0.00,3,,348<br />
2012-6-21,24,18,12,11,9,7,77,59,41,1014,1012,1008,16,16,16,19,8,24,0.00,5,,314<br />
2012-6-22,14,13,12,12,11,8,93,83,72,1010,1009,1007,16,11,0,21,7,24,15.75,7,Rain,213<br />
2012-6-23,16,13,9,12,10,7,93,80,67,1015,1010,1007,16,12,2,34,9,47,8.64,6,Rain,204<br />
2012-6-24,19,14,9,9,8,6,93,69,45,1019,1017,1014,16,14,1,24,7,34,0.00,6,,295<br />
2012-6-25,19,16,11,11,8,7,86,71,56,1017,1016,1015,16,16,16,23,11,29,0.51,6,Rain,326<br />
2012-6-26,18,14,11,10,9,7,89,71,52,1019,1016,1014,16,16,16,26,12,35,T,7,Rain,212<br />
2012-6-27,23,16,9,9,6,-2,86,53,20,1019,1017,1014,16,16,16,14,7,21,0.00,3,,275<br />
2012-6-28,22,17,12,12,9,7,78,61,44,1018,1015,1013,16,16,16,23,9,27,T,6,Rain,208<br />
2012-6-29,22,18,15,14,13,12,90,76,61,1020,1018,1017,16,15,8,16,7,23,0.25,7,Rain,194<br />
2012-6-30,20,17,13,17,14,12,93,83,73,1017,1015,1013,16,13,2,21,9,26,3.05,7,Rain,213<br />
2012-7-1,20,16,12,12,9,8,86,67,48,1019,1018,1016,16,16,16,19,8,23,T,7,,221<br />
2012-7-2,19,16,12,11,9,8,93,75,56,1017,1015,1012,16,16,16,19,7,24,2.03,7,Rain,236<br />
2012-7-3,18,14,11,11,9,6,93,72,51,1022,1016,1011,16,15,5,40,21,53,5.84,6,Rain,204<br />
2012-7-4,21,15,9,8,7,4,83,58,33,1022,1018,1015,16,16,16,21,14,27,0.00,3,,338<br />
2012-7-5,24,18,11,8,7,4,71,49,27,1018,1017,1016,16,16,16,19,11,24,0.00,1,,344<br />
2012-7-6,25,18,11,12,9,8,77,58,38,1021,1019,1017,16,16,16,16,8,23,0.00,1,,312<br />
2012-7-7,27,20,13,12,10,8,72,52,32,1022,1020,1017,16,16,16,24,14,29,0.00,1,,357<br />
2012-7-8,28,22,14,13,11,9,72,53,33,1020,1018,1016,16,16,16,27,10,32,T,2,,332<br />
2012-7-9,25,19,13,14,13,11,93,72,50,1021,1019,1017,16,13,0,13,7,21,1.52,5,Rain-Thunderstorm,242<br />
2012-7-10,24,18,11,13,11,10,93,71,49,1024,1022,1019,16,11,0,19,8,23,0.00,4,,264<br />
2012-7-11,28,21,13,14,12,11,86,61,36,1020,1018,1015,16,16,16,21,10,26,0.00,1,Fog,339<br />
2012-7-12,26,19,13,14,13,12,100,74,48,1017,1016,1015,16,10,0,21,10,24,0.00,3,Fog,208<br />
2012-7-13,23,19,14,14,13,12,86,70,53,1019,1017,1015,16,16,13,16,8,27,0.51,6,Rain-Thunderstorm,231<br />
2012-7-14,25,20,15,16,14,13,93,74,54,1016,1015,1014,16,10,0,19,8,24,T,5,Fog-Rain-Thunderstorm,206<br />
2012-7-15,19,16,13,13,12,9,87,72,56,1015,1014,1013,16,15,5,34,14,45,T,7,Rain,226<br />
2012-7-16,26,20,13,14,13,12,93,69,45,1015,1012,1010,16,16,16,26,9,34,0.25,4,,334<br />
2012-7-17,22,18,15,15,14,12,84,75,66,1014,1012,1010,16,16,16,21,9,26,0.00,7,,204<br />
2012-7-18,21,18,14,13,12,12,86,74,61,1019,1017,1014,16,16,16,19,10,24,0.00,8,,219<br />
2012-7-19,25,20,14,14,13,12,86,68,50,1019,1016,1014,16,16,16,23,8,27,0.00,6,,304<br />
2012-7-20,19,17,14,15,13,13,93,81,68,1024,1020,1016,16,13,2,26,14,35,15.24,7,Rain-Thunderstorm,205<br />
2012-7-21,24,19,14,13,12,10,84,64,43,1024,1022,1019,16,16,16,16,8,24,0.00,6,,229<br />
2012-7-22,21,17,12,11,10,9,83,68,52,1022,1020,1019,16,16,6,27,14,35,1.02,7,Rain,184<br />
2012-7-23,19,15,11,11,9,8,86,71,56,1025,1023,1021,16,16,8,24,12,32,T,7,Rain,187<br />
2012-7-24,23,18,12,12,11,9,89,65,41,1022,1020,1017,16,16,16,26,15,35,0.00,1,,359<br />
2012-7-25,27,20,13,14,12,11,80,61,42,1017,1016,1014,16,16,16,21,9,45,0.00,0,,341<br />
2012-7-26,26,19,13,16,13,12,100,74,48,1016,1015,1013,16,11,0,19,8,23,0.00,2,Fog,214<br />
2012-7-27,19,17,14,13,12,11,86,75,63,1021,1019,1015,16,16,8,19,10,56,0.00,7,,220<br />
2012-7-28,22,18,13,12,12,11,86,70,53,1023,1022,1020,16,15,10,19,6,39,T,6,Rain,234<br />
2012-7-29,23,19,15,13,12,11,84,67,49,1023,1022,1020,16,16,16,19,7,27,0.00,6,,283<br />
2012-7-30,19,17,13,12,11,11,86,72,58,1023,1022,1021,16,16,16,23,11,26,0.00,7,,220<br />
2012-7-31,23,18,14,12,11,9,86,65,44,1023,1022,1022,16,16,16,24,10,56,0.00,5,,331<br />
2012-8-1,24,19,13,13,11,9,83,65,46,1024,1023,1022,16,16,13,21,8,24,0.00,3,,294<br />
2012-8-2,23,18,12,13,11,10,89,71,53,1023,1022,1020,16,16,16,21,9,26,0.00,5,,285<br />
2012-8-3,27,20,13,14,12,11,86,64,42,1021,1019,1016,16,16,16,24,14,29,0.00,1,,10<br />
2012-8-4,34,26,17,16,14,12,78,52,26,1016,1013,1011,16,16,16,32,13,39,0.00,0,,354<br />
2012-8-5,34,26,18,16,14,11,78,55,32,1016,1014,1012,16,16,16,23,7,26,0.00,2,,267<br />
2012-8-6,28,22,16,16,14,12,84,65,46,1020,1019,1017,16,16,16,21,9,24,T,4,,251<br />
2012-8-7,21,18,15,14,13,11,90,78,66,1020,1019,1018,16,13,3,21,9,24,0.00,7,,223<br />
2012-8-8,22,19,15,12,11,10,78,64,49,1024,1023,1020,16,16,16,23,11,27,0.00,7,,215<br />
2012-8-9,24,19,14,13,12,9,84,63,41,1024,1022,1020,16,16,16,23,14,29,0.00,4,,2<br />
2012-8-10,26,19,12,12,11,10,86,63,39,1022,1020,1019,16,16,16,26,8,29,0.00,2,,330<br />
2012-8-11,28,21,13,13,12,11,86,60,34,1020,1018,1016,16,16,16,24,9,34,0.00,1,,352<br />
