
CST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2012-2-6,1,0,-1,-2,-3,-4,92,84,75,1023,1022,1020,13,9,2,27,17,35,0.00,7,,260<br />
2012-2-7,2,1,-2,-1,-3,-7,85,76,66,1029,1027,1023,16,12,1,39,19,53,0.25,8,Snow,7<br />
2012-2-8,3,-1,-4,-7,-8,-11,81,60,38,1030,1028,1026,16,16,16,21,13,27,0.00,5,,302<br />
2012-2-9,2,-2,-6,-5,-8,-9,84,66,47,1026,1023,1019,16,15,11,29,16,39,0.00,2,,245<br />
2012-2-10,2,-4,-10,-1,-6,-17,89,74,59,1023,1015,1012,16,7,0,45,24,61,4.83,8,Fog-Snow,304<br />
2012-2-11,-7,-9,-12,-17,-17,-19,66,56,45,1029,1028,1024,16,16,16,45,24,56,0.00,1,,311<br />
2012-2-12,2,-3,-9,-10,-14,-18,59,49,38,1028,1026,1024,16,16,16,32,19,37,0.00,0,,278<br />
2012-2-13,2,-3,-9,-3,-8,-14,85,63,40,1024,1017,1011,16,13,2,34,14,40,0.76,7,Snow,193<br />
2012-2-14,2,1,-2,-2,-3,-4,92,81,70,1017,1012,1009,16,13,5,24,13,32,T,8,Snow,227<br />
2012-2-15,6,3,-1,3,1,-2,92,81,70,1019,1017,1014,16,11,6,27,14,35,4.06,7,Rain,189<br />
2012-2-16,8,5,1,3,-1,-7,92,65,37,1020,1017,1014,16,11,5,32,15,40,0.51,5,Rain,281<br />
2012-2-17,9,4,-2,0,-3,-6,78,60,42,1022,1019,1015,16,16,16,35,14,47,0.00,3,,238<br />
2012-2-18,4,1,-3,-3,-6,-8,75,60,44,1024,1022,1017,16,16,14,26,13,40,0.00,2,,10<br />
2012-2-19,3,-1,-4,-5,-7,-8,81,63,44,1024,1023,1022,16,16,16,23,9,37,0.00,3,,60<br />
2012-2-20,7,1,-6,-4,-6,-8,88,63,37,1027,1022,1013,16,16,16,32,16,39,0.00,5,,154<br />
2012-2-21,5,3,1,2,0,-4,96,75,54,1011,1005,1003,16,11,2,42,19,58,1.52,7,Rain-Snow,213<br />
2012-2-22,7,3,-2,2,0,-3,89,77,64,1005,1000,996,16,15,6,19,10,27,0.25,7,Rain-Snow,227<br />
2012-2-23,4,2,-2,1,0,-2,96,86,76,1002,999,998,16,6,2,26,12,42,8.38,8,Fog-Rain-Snow,75<br />
2012-2-24,2,-1,-3,0,-3,-9,96,80,63,1014,1003,995,16,7,1,39,26,53,13.72,8,Snow,322<br />
2012-2-25,-3,-6,-9,-9,-10,-11,74,65,55,1027,1022,1014,16,16,16,32,17,40,0.00,2,,276<br />
2012-2-26,12,2,-8,-1,-5,-11,84,63,41,1027,1020,1015,16,16,14,45,22,60,0.00,1,,178<br />
2012-2-27,4,1,-4,-4,-6,-7,75,61,46,1032,1027,1019,16,16,16,42,18,53,0.00,2,,277<br />
2012-2-28,7,1,-5,2,-3,-7,81,63,45,1032,1024,1009,16,14,5,32,14,37,2.79,7,Rain,134<br />
2012-2-29,15,8,2,11,3,-1,93,67,40,1008,1001,995,16,9,1,60,29,77,4.57,6,Fog-Rain-Snow,207<br />
2012-3-1,4,3,2,0,-1,-2,89,80,70,1011,1008,1003,16,16,14,27,11,39,T,8,,250<br />
2012-3-2,4,3,1,2,0,-2,92,84,76,1008,998,991,16,11,2,45,23,60,4.83,7,Rain-Snow,355<br />
2012-3-3,2,1,-1,-2,-5,-7,82,72,61,1010,1006,1001,16,16,13,40,26,56,T,8,Snow,276<br />
2012-3-4,0,-2,-3,-4,-6,-7,85,74,63,1016,1012,1009,16,13,4,24,14,29,T,8,Snow,294<br />
2012-3-5,3,-2,-6,-4,-7,-9,77,61,44,1028,1025,1017,16,16,16,27,14,37,0.00,3,,250<br />
2012-3-6,20,10,-1,3,-1,-5,72,52,32,1024,1016,1011,16,16,16,60,34,79,0.00,2,,194<br />
2012-3-7,20,16,12,10,6,0,60,51,41,1015,1012,1008,16,16,16,61,43,82,0.00,7,,202<br />
2012-3-8,17,10,3,12,1,-7,89,64,39,1023,1016,1007,16,13,5,56,24,76,7.11,5,Rain,285<br />
2012-3-9,4,1,-2,-4,-12,-15,63,43,23,1034,1031,1023,16,16,16,39,20,50,0.00,1,,334<br />
2012-3-10,16,7,-3,-2,-6,-9,69,48,27,1033,1027,1022,16,16,16,48,25,61,0.00,2,,195<br />
2012-3-11,21,13,5,7,-1,-3,55,38,21,1025,1022,1016,16,16,16,40,19,50,T,5,Rain,193<br />
2012-3-12,18,15,11,13,11,7,93,78,63,1016,1011,1007,16,13,5,52,24,72,4.83,7,Rain,209<br />
2012-3-13,21,15,9,9,2,-3,83,52,20,1019,1017,1013,16,16,16,21,10,26,0.00,2,,251<br />
2012-3-14,27,18,8,14,11,1,77,60,42,1017,1015,1012,16,16,16,40,18,52,0.00,2,,202<br />
2012-3-15,27,18,9,16,13,7,86,63,39,1016,1014,1013,16,16,14,26,14,39,0.00,3,,232<br />
2012-3-16,28,18,8,15,10,6,86,61,36,1019,1017,1015,16,15,11,29,11,37,0.00,2,,171<br />
2012-3-17,28,21,14,14,12,11,84,60,36,1019,1016,1014,16,16,16,34,17,42,0.00,4,Thunderstorm,173<br />
2012-3-18,27,21,14,15,13,11,80,58,36,1018,1015,1014,16,16,16,29,17,35,0.00,4,,187<br />
2012-3-19,26,21,16,17,15,12,90,70,49,1016,1014,1012,16,16,11,42,17,53,0.76,6,Rain,170<br />
2012-3-20,29,23,17,13,11,9,67,48,29,1017,1015,1013,16,16,16,47,22,60,0.00,3,,183<br />
2012-3-21,31,23,16,13,12,11,73,53,32,1019,1017,1016,16,16,14,32,14,40,0.00,3,,174<br />
2012-3-22,28,22,16,17,13,11,81,61,40,1019,1017,1016,16,15,10,37,10,48,4.06,5,Rain,154<br />
2012-3-23,17,15,13,16,14,9,97,85,72,1016,1012,1009,16,9,0,32,9,39,31.75,7,Fog-Rain,59<br />
2012-3-24,16,13,11,13,11,9,100,89,78,1014,1011,1008,16,5,0,21,9,34,0.00,8,Fog,25<br />
2012-3-25,22,14,6,13,9,2,96,77,57,1022,1017,1014,16,12,4,35,14,53,0.00,6,,30<br />
2012-3-26,8,6,3,2,-2,-3,76,61,45,1029,1027,1022,16,16,16,39,25,53,T,6,,50<br />
2012-3-27,23,14,4,10,1,-8,56,44,31,1024,1016,1008,16,16,16,47,30,64,0.00,6,,175<br />
2012-3-28,20,14,7,12,6,1,78,59,40,1017,1012,1008,16,16,16,40,20,53,0.00,1,,297<br />
2012-3-29,9,7,4,2,1,-1,85,70,54,1022,1019,1016,16,16,16,29,15,48,0.00,4,,48<br />
2012-3-30,12,8,4,7,4,2,85,76,66,1014,1009,1007,16,11,2,27,16,37,14.73,8,Rain-Thunderstorm,65<br />
2012-3-31,10,7,4,3,2,1,85,73,61,1016,1014,1010,16,15,11,24,13,45,0.00,7,,76<br />
2012-4-1,14,10,6,9,6,3,83,75,66,1009,1007,1006,16,10,5,27,15,42,1.52,6,Rain-Thunderstorm,57<br />
2012-4-2,17,13,8,6,4,2,82,61,39,1014,1012,1009,16,14,8,34,19,45,0.00,1,,91<br />
2012-4-3,21,15,9,9,5,2,77,62,46,1014,1012,1010,16,16,16,37,18,63,0.00,4,,52<br />
2012-4-4,14,11,8,3,-1,-4,66,51,35,1016,1014,1013,16,16,16,40,25,53,0.00,5,,41<br />
2012-4-5,9,7,3,1,-1,-2,73,61,49,1022,1018,1014,16,16,16,37,25,53,0.00,4,,33<br />
2012-4-6,12,6,1,0,-2,-5,82,59,35,1027,1025,1022,16,16,16,32,13,45,0.00,0,,61<br />
2012-4-7,19,11,1,7,0,-2,82,54,26,1026,1023,1020,16,16,16,37,13,52,T,4,Rain,201<br />
2012-4-8,19,13,7,7,0,-6,82,51,19,1025,1022,1019,16,16,16,45,19,61,T,2,Rain,299<br />
2012-4-9,17,11,5,4,-3,-8,76,48,19,1018,1015,1013,16,16,16,50,24,72,T,2,Rain,292<br />
2012-4-10,8,4,1,-6,-8,-9,52,42,31,1021,1019,1017,16,16,16,39,19,48,0.00,3,,334<br />
2012-4-11,12,6,0,-1,-4,-7,76,56,35,1026,1024,1021,16,16,16,24,13,39,0.00,1,,20<br />
2012-4-12,17,9,0,-1,-2,-3,76,51,25,1026,1023,1021,16,16,16,26,8,32,0.00,2,,142<br />
2012-4-13,19,12,4,6,0,-3,62,43,24,1023,1020,1016,16,16,16,42,20,53,0.00,7,,169<br />
2012-4-14,19,16,12,14,10,6,90,76,61,1017,1013,1008,16,16,10,26,13,32,4.06,8,Rain,195<br />
2012-4-15,25,21,16,17,16,14,90,75,60,1008,1005,1001,16,13,4,58,28,76,17.02,8,Rain-Thunderstorm,174<br />
2012-4-16,19,13,6,16,7,2,81,66,51,1023,1009,999,16,16,14,58,31,77,0.25,5,,240<br />
2012-4-17,14,9,4,3,2,1,79,63,47,1029,1027,1024,16,16,16,24,11,35,0.00,2,,64<br />
2012-4-18,23,13,4,12,6,0,82,61,40,1026,1019,1013,16,16,16,39,17,53,0.25,4,Rain,193<br />
2012-4-19,16,12,7,10,7,4,89,76,62,1015,1012,1007,16,16,16,29,15,42,T,7,,57<br />
2012-4-20,8,7,6,6,4,1,92,76,60,1016,1010,1004,16,15,8,42,21,56,0.51,7,Rain,14<br />
2012-4-21,12,7,2,2,-1,-6,82,58,34,1018,1017,1016,16,16,16,24,14,39,0.00,5,,29<br />
2012-4-22,12,8,5,2,-3,-7,76,52,28,1019,1018,1015,16,16,16,40,21,61,0.00,5,,32<br />
2012-4-23,16,10,4,-2,-6,-10,50,36,22,1019,1015,1009,16,16,16,40,15,50,0.00,2,,6<br />
2012-4-24,19,11,3,1,-4,-7,55,38,20,1009,1007,1005,16,16,16,24,10,35,0.00,4,,267<br />
2012-4-25,16,12,8,11,7,1,89,68,46,1008,1005,1003,16,15,10,23,11,32,2.54,7,Rain,99<br />
2012-4-26,13,8,4,8,4,-3,93,71,49,1022,1013,1003,16,14,10,37,19,50,0.00,3,,16<br />
2012-4-27,12,7,2,0,-4,-10,76,48,20,1026,1023,1020,16,16,16,34,17,48,0.25,5,,66<br />
2012-4-28,10,9,7,4,3,0,83,70,56,1023,1020,1016,16,15,8,35,23,50,6.35,7,Rain-Thunderstorm,82<br />
2012-4-29,14,10,6,9,4,1,89,66,43,1025,1022,1017,16,16,8,27,17,42,9.14,7,Rain,72<br />
2012-4-30,17,13,10,13,10,6,86,79,71,1017,1014,1012,16,10,2,23,8,27,T,8,Rain,328<br />
2012-5-1,18,14,9,14,12,8,90,77,63,1016,1013,1010,16,10,3,26,12,34,2.29,8,Rain,120<br />
2012-5-2,27,21,14,18,15,13,97,73,49,1013,1010,1007,16,10,0,42,16,56,0.00,6,Fog,178<br />
2012-5-3,30,24,19,21,19,17,87,71,55,1012,1011,1010,16,14,3,39,19,50,34.04,7,Rain-Hail-Thunderstorm,206<br />
2012-5-4,23,18,13,19,13,10,90,79,67,1016,1014,1009,16,14,3,39,15,50,7.11,8,Rain-Thunderstorm,41<br />
2012-5-5,16,13,11,13,11,10,100,88,75,1018,1016,1014,16,6,1,26,13,40,T,8,Rain,34<br />
2012-5-6,21,16,11,14,12,9,93,73,53,1016,1014,1010,16,13,1,27,14,45,20.32,7,Rain-Thunderstorm,63<br />
2012-5-7,18,14,11,14,13,11,100,86,72,1012,1011,1009,16,8,1,23,9,29,11.94,7,Fog-Rain-Thunderstorm,335<br />
2012-5-8,21,16,11,11,8,6,96,67,37,1012,1011,1010,16,13,0,29,14,40,0.00,4,Fog,269<br />
2012-5-9,16,12,8,9,7,3,80,67,54,1014,1013,1011,16,16,8,27,12,56,1.52,4,Rain,358<br />
2012-5-10,19,14,8,7,1,-4,86,54,22,1018,1016,1013,16,16,16,23,12,45,0.00,0,,41<br />
2012-5-11,26,16,6,7,4,0,70,49,27,1020,1019,1017,16,16,16,34,15,42,0.00,3,,197<br />
2012-5-12,21,16,12,9,6,-1,72,54,36,1025,1023,1019,16,16,16,34,15,48,0.76,8,Rain,30<br />
2012-5-13,22,16,10,3,-1,-6,54,36,17,1025,1023,1020,16,16,16,26,13,45,0.00,3,,30<br />
2012-5-14,28,17,6,6,2,0,71,44,17,1020,1018,1015,16,16,16,24,8,32,0.00,1,,210<br />
2012-5-15,30,22,14,15,7,3,68,46,23,1015,1012,1009,16,15,6,42,20,56,1.27,4,Rain-Thunderstorm,242<br />
2012-5-16,18,14,10,8,1,-2,67,47,27,1021,1019,1014,16,16,16,37,17,52,0.00,3,,51<br />
2012-5-17,23,16,7,6,3,1,71,48,25,1022,1020,1017,16,16,16,24,9,32,0.00,2,,105<br />
2012-5-18,29,21,12,7,6,3,71,46,20,1019,1017,1014,16,16,16,24,15,32,0.00,2,,162<br />
2012-5-19,33,24,15,16,11,6,64,45,25,1017,1016,1014,16,16,16,27,15,42,0.00,1,,171<br />
2012-5-20,34,26,18,17,14,11,73,50,26,1018,1015,1013,16,15,6,39,19,53,3.56,5,Rain-Thunderstorm,219<br />
2012-5-21,19,16,12,12,7,4,72,56,40,1022,1020,1017,16,16,16,40,20,60,0.00,5,Rain,5<br />
2012-5-22,22,16,10,6,4,2,74,54,33,1019,1017,1013,16,16,16,21,12,40,0.00,1,,42<br />
2012-5-23,28,18,8,9,5,1,86,53,19,1013,1011,1007,16,16,16,27,11,34,0.00,4,,159<br />
2012-5-24,32,25,18,15,12,9,63,45,27,1008,1005,1001,16,16,16,50,28,66,0.00,4,,179<br />
2012-5-25,28,23,18,17,10,6,73,52,31,1019,1014,1004,16,16,16,37,16,48,0.00,5,,42<br />
2012-5-26,30,23,16,15,12,8,68,56,43,1023,1020,1016,16,16,16,35,18,52,T,7,Rain,67<br />
2012-5-27,36,29,21,19,16,12,68,46,24,1016,1012,1009,16,16,16,34,16,42,0.00,3,,175<br />
2012-5-28,35,30,25,18,16,13,60,43,26,1009,1007,1004,16,16,16,45,23,61,T,5,,218<br />
2012-5-29,29,23,16,14,8,2,58,38,18,1011,1009,1007,16,16,16,45,20,63,0.00,3,,284<br />
2012-5-30,21,17,12,9,7,6,72,55,37,1015,1013,1011,16,16,16,27,15,29,0.00,4,,340<br />
2012-5-31,12,11,8,9,7,5,89,78,66,1017,1014,1012,16,13,6,29,18,52,28.45,8,Rain,36<br />
2012-6-1,18,14,9,9,7,3,89,63,37,1011,1009,1008,16,16,14,32,16,47,0.25,7,Rain,11<br />
2012-6-2,24,17,9,12,7,4,80,56,31,1009,1007,1006,16,16,16,32,17,47,0.00,1,,261<br />
2012-6-3,27,21,14,12,9,7,86,58,30,1010,1009,1008,16,16,14,29,16,40,T,4,,279<br />
2012-6-4,24,19,15,11,8,6,63,48,33,1014,1012,1009,16,16,16,24,13,40,T,3,,30<br />
2012-6-5,21,18,14,12,9,7,80,60,40,1017,1016,1013,16,16,16,29,15,42,0.00,1,,41<br />
2012-6-6,24,18,11,11,8,6,83,57,31,1019,1018,1017,16,16,16,24,10,52,0.00,1,,30<br />
2012-6-7,28,20,12,8,7,4,72,49,26,1021,1019,1018,16,16,16,23,7,29,0.00,1,,93<br />
2012-6-8,31,22,12,11,9,7,72,49,26,1019,1016,1012,16,16,16,23,12,29,0.00,2,,247<br />
2012-6-9,32,26,18,11,10,8,58,41,24,1014,1012,1010,16,16,16,27,16,52,0.00,0,,217<br />
2012-6-10,34,27,19,16,13,11,61,43,24,1014,1013,1011,16,16,16,42,20,56,0.00,3,,188<br />
2012-6-11,32,27,21,19,17,14,68,55,42,1012,1010,1008,16,16,16,32,18,39,T,5,Rain,220<br />
2012-6-12,26,21,15,13,8,6,65,48,31,1021,1016,1011,16,16,16,29,17,53,0.00,0,,334<br />
2012-6-13,22,17,12,11,7,2,83,56,28,1023,1021,1020,16,16,16,23,12,32,0.00,5,,79<br />
2012-6-14,31,22,13,11,9,7,80,54,27,1021,1019,1016,16,16,16,29,14,40,0.00,4,,125<br />
2012-6-15,34,25,15,11,9,7,60,40,20,1019,1017,1016,16,16,16,32,16,45,0.00,4,,162<br />
2012-6-16,34,28,21,19,16,10,90,62,33,1017,1014,1010,16,16,8,48,18,60,7.87,7,Rain-Thunderstorm,200<br />
2012-6-17,31,26,21,19,16,11,90,60,30,1014,1011,1009,16,14,8,24,11,32,2.79,5,Rain,227<br />
2012-6-18,34,28,21,20,18,16,74,54,33,1010,1007,1004,16,16,16,58,28,72,0.00,4,,206<br />
2012-6-19,35,31,26,20,18,17,62,51,39,1014,1012,1009,16,16,16,37,25,56,0.00,1,,208<br />
2012-6-20,35,30,25,19,17,14,56,46,36,1016,1014,1011,16,16,16,42,25,52,0.00,1,,207<br />
2012-6-21,29,26,21,19,15,11,64,48,32,1014,1012,1011,16,16,16,32,16,61,0.25,4,Rain,264<br />
2012-6-22,31,24,18,13,11,8,73,50,27,1016,1015,1014,16,16,16,24,11,34,0.00,1,,320<br />
2012-6-23,31,24,17,16,13,9,78,54,30,1017,1016,1015,16,16,16,23,9,35,0.00,6,,66<br />
2012-6-24,34,27,18,17,14,12,78,54,30,1016,1014,1012,16,16,16,29,11,50,0.00,5,,69<br />
2012-6-25,24,20,16,15,9,6,70,52,33,1020,1018,1016,16,16,16,35,23,56,0.00,2,,33<br />
2012-6-26,28,21,13,12,9,7,78,53,28,1019,1016,1014,16,16,3,23,8,32,0.00,1,,82<br />
2012-6-27,33,24,14,14,11,8,75,50,25,1015,1012,1007,16,16,16,39,20,50,0.00,1,,198<br />
2012-6-28,38,31,24,25,20,13,85,64,42,1010,1008,1007,16,15,10,37,14,47,1.02,4,Rain-Thunderstorm,265<br />
2012-6-29,31,26,21,23,17,10,70,50,30,1017,1011,1008,16,15,4,39,11,50,10.67,6,Rain-Thunderstorm,21<br />
2012-6-30,33,27,21,22,19,17,93,67,41,1011,1010,1008,16,16,14,21,11,29,0.00,5,Rain,238<br />
2012-7-1,33,27,20,22,19,15,93,66,38,1018,1013,1011,16,14,8,69,9,98,T,3,Rain-Thunderstorm,235<br />
2012-7-2,37,29,22,23,21,17,93,63,33,1015,1014,1012,16,14,8,26,8,34,0.00,3,,217<br />
2012-7-3,36,31,25,22,19,17,65,52,39,1013,1011,1009,16,16,16,27,16,37,0.00,4,,250<br />
2012-7-4,39,33,26,22,21,17,79,54,29,1012,1011,1010,16,16,16,32,15,40,0.00,1,,245<br />
2012-7-5,39,33,26,24,20,17,69,48,27,1015,1012,1011,16,15,2,61,12,84,7.11,3,Rain-Thunderstorm,228<br />
2012-7-6,39,34,28,24,22,19,74,53,31,1014,1013,1012,16,16,16,26,12,35,0.00,1,,273<br />
2012-7-7,37,30,23,22,19,14,69,55,40,1017,1014,1013,16,16,16,32,19,48,0.00,4,,356<br />
2012-7-8,29,25,20,18,13,9,73,51,29,1019,1017,1016,16,16,16,32,19,58,0.00,3,,34<br />
2012-7-9,33,26,19,17,13,11,68,50,32,1018,1017,1016,16,16,16,32,11,52,0.00,3,,31<br />
2012-7-10,28,24,19,18,13,7,79,54,28,1020,1019,1018,16,16,16,26,16,45,0.00,4,,39<br />
2012-7-11,31,24,18,17,14,9,84,57,29,1021,1020,1018,16,16,16,26,13,,0.00,2,,65<br />
2012-7-12,33,26,19,17,12,10,73,50,26,1020,1018,1017,16,16,16,34,13,40,0.00,3,,119<br />
2012-7-13,34,28,21,21,17,13,87,62,36,1019,1017,1016,16,14,4,58,10,71,7.11,5,Rain-Thunderstorm,143<br />
2012-7-14,32,27,21,21,19,15,87,63,39,1019,1016,1015,16,15,11,32,10,47,T,4,,257<br />
2012-7-15,35,28,22,20,18,16,84,59,33,1017,1016,1015,16,16,16,24,12,47,0.00,2,,254<br />
2012-7-16,36,29,22,21,19,16,84,57,30,1016,1013,1010,16,16,16,29,12,37,0.00,2,,233<br />
2012-7-17,37,32,26,22,19,18,74,54,33,1011,1010,1008,16,16,16,29,16,42,0.00,2,,253<br />
2012-7-18,34,28,22,22,22,20,87,70,52,1016,1012,1010,16,14,2,52,13,69,21.59,6,Rain-Thunderstorm,52<br />
2012-7-19,28,25,22,22,21,19,93,79,65,1014,1012,1010,16,14,3,34,18,45,20.32,8,Rain-Thunderstorm,48<br />
2012-7-20,27,24,20,19,16,11,84,60,36,1019,1017,1014,16,16,16,27,16,52,0.00,5,,43<br />
2012-7-21,31,24,18,19,17,16,81,62,42,1020,1018,1016,16,16,16,19,8,23,0.00,5,,246<br />
2012-7-22,32,26,20,20,19,17,90,68,46,1019,1017,1015,16,16,14,23,10,27,T,5,,210<br />
2012-7-23,36,32,27,24,19,17,70,56,42,1015,1013,1012,16,16,16,29,17,40,T,5,Rain,246<br />
2012-7-24,29,25,21,24,19,13,87,65,42,1018,1014,1012,16,14,1,66,13,93,13.72,8,Fog-Rain-Thunderstorm,34<br />
2012-7-25,37,29,21,23,19,17,79,57,35,1013,1007,1001,16,16,16,40,20,56,0.25,4,Rain,190<br />
2012-7-26,32,26,21,23,21,18,87,66,44,1008,1005,1001,16,14,2,69,15,113,18.03,6,Rain-Thunderstorm,241<br />
2012-7-27,30,24,19,19,18,16,90,67,44,1015,1010,1008,16,16,16,34,14,53,0.76,4,,312<br />
2012-7-28,28,24,19,18,16,14,87,66,45,1020,1019,1016,16,16,16,23,13,40,0.00,3,,54<br />
2012-7-29,29,23,17,17,15,12,84,61,37,1020,1017,1015,16,16,16,23,9,29,T,5,Rain,153<br />
2012-7-30,33,27,21,19,17,13,66,54,41,1015,1013,1011,16,16,16,21,11,27,0.00,4,,202<br />
2012-7-31,29,25,20,21,19,17,90,71,51,1014,1013,1011,16,16,4,42,11,53,4.06,5,Rain-Thunderstorm,46<br />
2012-8-1,32,26,20,19,18,16,90,65,40,1015,1013,1011,16,16,16,14,6,,0.00,2,,217<br />
2012-8-2,34,27,19,19,17,16,81,60,38,1012,1011,1009,16,16,16,24,10,39,0.00,4,,165<br />
2012-8-3,35,28,22,23,19,15,93,63,32,1012,1011,1010,16,15,10,26,10,37,0.00,1,,64<br />
2012-8-4,34,28,22,23,21,19,93,71,49,1013,1011,1007,16,14,1,66,10,85,9.40,5,Rain-Thunderstorm,226<br />
2012-8-5,29,24,19,21,16,9,93,62,31,1021,1017,1012,16,16,16,27,15,40,0.00,2,,310<br />
2012-8-6,29,23,17,17,13,9,93,62,31,1022,1019,1015,16,16,16,21,7,27,0.00,0,,247<br />
2012-8-7,33,25,17,19,15,13,78,56,34,1015,1014,1012,16,16,16,27,13,35,0.00,2,,250<br />
