
EST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2012-2-25,-2,-3,-5,-6,-8,-12,86,73,54,1022,1010,1000,16,7,1,42,31,64,0.00,8,,288<br />
2012-2-26,0,-2,-5,-8,-9,-11,80,63,51,1029,1026,1022,16,16,14,23,14,37,0.00,4,,231<br />
2012-2-27,7,2,-3,-4,-7,-9,70,54,42,1024,1020,1017,16,16,16,35,18,60,0.00,4,,223<br />
2012-2-28,3,-1,-5,-6,-8,-10,74,61,38,1031,1029,1026,16,16,16,27,14,40,0.00,4,,298<br />
2012-2-29,6,2,0,4,-2,-8,100,78,48,1022,1011,1002,16,9,0,23,11,29,0.00,8,,135<br />
2012-3-1,5,2,0,4,-1,-3,100,89,75,1012,1006,999,16,9,2,35,16,47,0.00,8,,245<br />
2012-3-2,7,3,-1,2,-1,-2,100,79,57,1012,1008,1000,16,12,5,29,11,40,0.00,3,,165<br />
2012-3-3,9,3,-2,7,-3,-7,93,68,56,1004,998,992,16,15,4,52,34,71,0.00,7,,235<br />
2012-3-4,-2,-4,-6,-5,-8,-11,93,77,59,1007,1004,1003,16,9,1,27,19,40,0.00,8,,268<br />
2012-3-5,-6,-9,-11,-11,-13,-18,86,69,42,1026,1016,1009,16,15,6,26,11,34,0.00,7,,303<br />
2012-3-6,4,-3,-9,-7,-9,-11,86,64,36,1031,1028,1025,16,16,16,32,14,39,0.00,5,,192<br />
2012-3-7,16,10,4,2,-4,-8,42,37,31,1026,1024,1021,16,16,16,35,23,53,0.00,0,,204<br />
2012-3-8,13,7,0,9,4,-1,94,74,44,1019,1014,1009,16,12,2,35,24,55,0.00,7,,226<br />
2012-3-9,0,-2,-5,-4,-7,-11,93,74,55,1027,1021,1017,16,15,4,39,19,60,0.00,6,,275<br />
2012-3-10,3,-3,-9,-10,-12,-15,79,56,36,1033,1030,1027,16,16,16,29,16,45,0.00,3,,253<br />
2012-3-11,16,7,-1,-3,-6,-10,55,38,25,1029,1027,1025,16,16,16,26,14,35,0.00,0,,210<br />
2012-3-12,16,10,5,8,-1,-5,93,55,31,1026,1023,1017,16,16,10,24,10,32,0.00,3,,181<br />
2012-3-13,17,13,10,11,8,1,94,71,45,1018,1015,1013,16,16,14,34,23,47,0.00,4,,249<br />
2012-3-14,19,11,3,6,-2,-8,70,47,22,1023,1021,1019,16,16,16,16,10,,0.25,0,,244<br />
2012-3-15,19,14,11,12,6,3,94,64,46,1023,1021,1019,16,16,8,23,11,34,1.27,2,Thunderstorm,178<br />
2012-3-16,18,14,12,13,12,9,94,82,63,1022,1019,1016,16,15,11,26,14,37,0.51,5,Thunderstorm,231<br />
2012-3-17,23,14,7,13,9,6,100,81,36,1025,1024,1022,16,6,0,14,5,,0.00,5,,181<br />
2012-3-18,22,17,13,14,10,4,77,64,45,1024,1022,1020,16,16,16,23,13,34,0.00,5,Thunderstorm,193<br />
2012-3-19,19,16,12,14,12,10,94,81,68,1022,1021,1020,16,14,5,14,6,,2.03,6,,156<br />
2012-3-20,23,17,10,12,11,9,94,78,46,1025,1023,1022,16,14,0,14,10,,0.00,0,,175<br />
2012-3-21,24,18,12,13,11,9,94,72,38,1026,1025,1022,16,14,2,19,11,26,0.00,0,,171<br />
2012-3-22,24,17,11,12,10,9,94,68,41,1024,1023,1020,16,15,6,16,11,,0.00,1,,177<br />
2012-3-23,24,18,13,12,10,8,77,57,38,1021,1019,1014,16,16,8,16,8,,0.00,0,,94<br />
2012-3-24,16,14,13,13,11,7,94,84,59,1014,1012,1010,16,14,5,21,11,29,6.10,7,,148<br />
2012-3-25,11,8,6,10,8,4,94,87,71,1011,1011,1010,16,9,1,23,11,,0.76,8,,314<br />
2012-3-26,8,3,-2,-2,-7,-13,81,59,35,1023,1019,1013,16,16,16,34,24,52,0.00,4,,348<br />
2012-3-27,9,1,-6,-11,-13,-16,68,45,20,1027,1025,1021,16,16,16,16,8,,0.00,0,,42<br />
2012-3-28,19,13,7,8,0,-11,76,44,27,1014,1007,1004,16,16,16,45,23,69,0.25,3,Thunderstorm,231<br />
2012-3-29,4,2,1,0,-2,-5,87,74,65,1017,1014,1010,16,15,6,34,23,45,0.00,8,,323<br />
2012-3-30,11,3,-3,-3,-6,-7,75,57,28,1018,1015,1009,16,16,16,16,8,27,0.00,3,,82<br />
2012-3-31,4,2,1,3,1,-1,93,90,75,1012,1010,1007,16,7,0,21,11,,0.00,8,,360<br />
2012-4-1,8,3,-1,3,0,-2,93,84,71,1012,1008,1004,16,13,1,21,6,,0.00,8,,239<br />
2012-4-2,8,3,-1,2,-4,-10,93,60,29,1016,1013,1007,16,15,6,23,14,29,0.00,3,,3<br />
2012-4-3,16,7,-2,-1,-6,-10,93,48,17,1017,1014,1010,16,16,16,19,6,26,0.00,2,,268<br />
2012-4-4,11,7,3,1,-2,-8,75,54,32,1010,1009,1008,16,16,16,37,13,47,0.00,3,,317<br />
2012-4-5,5,2,-1,-3,-4,-6,80,63,52,1014,1012,1011,16,16,16,24,13,34,0.00,1,,348<br />
2012-4-6,8,3,-2,-2,-6,-11,86,57,25,1021,1019,1016,16,16,16,27,14,37,0.00,0,,347<br />
2012-4-7,11,4,-1,-5,-8,-10,60,44,24,1024,1023,1022,16,16,16,26,11,35,0.00,0,,337<br />
2012-4-8,13,7,1,4,-3,-8,87,53,28,1020,1015,1012,16,16,5,34,11,47,0.00,4,,284<br />
2012-4-9,10,7,3,-1,-5,-8,65,45,30,1012,1009,1007,16,16,16,37,21,58,0.00,4,,278<br />
2012-4-10,6,3,0,0,-2,-5,93,71,56,1011,1008,1005,16,14,2,32,16,42,0.25,7,,275<br />
2012-4-11,5,2,-1,1,-1,-2,93,84,65,1019,1014,1010,16,13,2,26,14,35,1.02,7,,323<br />
2012-4-12,8,3,-1,-1,-3,-4,87,63,43,1022,1021,1019,16,16,16,21,11,29,0.00,3,,338<br />
2012-4-13,13,6,-1,1,-3,-4,86,55,33,1025,1023,1022,16,16,16,21,5,26,0.00,0,,257<br />
2012-4-14,14,8,2,9,1,-4,94,63,33,1022,1019,1015,16,16,14,24,11,37,0.00,5,,192<br />
2012-4-15,22,16,10,14,11,9,100,80,53,1015,1014,1012,16,9,0,26,13,37,5.59,6,,203<br />
2012-4-16,27,18,9,13,10,3,68,57,41,1019,1013,1009,16,16,16,40,19,69,0.00,3,,217<br />
2012-4-17,11,7,2,3,0,-4,76,61,40,1027,1025,1019,16,16,16,39,19,53,0.00,1,,286<br />
2012-4-18,14,7,-1,0,-2,-6,87,61,28,1026,1022,1017,16,16,10,21,6,,0.00,0,,23<br />
2012-4-19,19,11,4,8,4,-2,70,56,45,1017,1016,1014,16,16,16,27,11,35,0.00,5,,221<br />
2012-4-20,24,17,11,8,5,1,77,49,23,1014,1010,1006,16,16,11,37,14,48,0.00,2,,194<br />
2012-4-21,12,7,2,9,3,1,93,89,72,1013,1010,1007,16,14,4,23,11,29,4.06,8,,348<br />
2012-4-22,4,2,1,1,0,-1,93,86,75,1013,1011,1006,16,15,6,29,14,52,0.00,8,,26<br />
2012-4-23,3,1,0,0,-1,-2,93,88,75,1006,997,993,16,4,0,39,26,50,5.33,8,,340<br />
2012-4-24,4,2,0,-1,-2,-3,93,79,65,1003,997,992,16,10,1,37,26,52,1.78,8,,265<br />
2012-4-25,10,6,1,-2,-5,-8,81,49,30,1011,1009,1003,16,16,16,26,11,37,0.00,2,,275<br />
2012-4-26,14,8,3,9,0,-7,93,63,39,1011,1006,1002,16,15,3,29,13,42,1.78,6,,229<br />
2012-4-27,6,2,-1,0,-6,-9,87,59,39,1023,1018,1011,16,16,13,34,23,55,0.00,5,,309<br />
2012-4-28,8,3,-2,-4,-7,-9,80,53,32,1025,1022,1021,16,16,16,21,5,,0.00,0,,23<br />
2012-4-29,12,4,-3,-1,-6,-12,93,47,19,1026,1024,1022,16,15,0,24,8,34,0.00,0,,351<br />
2012-4-30,16,9,2,9,-1,-8,88,50,25,1025,1020,1013,16,16,13,19,10,35,7.62,4,Thunderstorm,134<br />
2012-5-1,13,11,9,11,9,8,94,90,82,1018,1016,1011,16,10,0,19,10,,3.81,7,Thunderstorm,254<br />
2012-5-2,24,17,9,17,13,8,94,82,65,1017,1016,1014,16,14,3,19,8,55,14.22,7,Thunderstorm,202<br />
2012-5-3,27,21,15,18,16,14,94,73,54,1019,1017,1014,16,14,0,29,10,48,10.41,2,Thunderstorm,248<br />
2012-5-4,24,19,15,17,14,14,94,81,57,1017,1015,1014,16,14,0,24,11,27,7.37,6,Thunderstorm,289<br />
2012-5-5,20,16,11,14,9,3,94,72,43,1018,1016,1015,16,14,5,23,13,27,0.00,4,,23<br />
2012-5-6,20,13,7,3,1,-2,62,43,23,1019,1018,1017,16,16,16,23,13,,0.00,1,,51<br />
2012-5-7,17,14,12,15,9,-1,94,73,38,1018,1014,1010,16,14,5,24,11,35,5.08,8,,143<br />
2012-5-8,17,13,11,14,12,8,94,86,63,1010,1009,1008,16,15,8,21,14,34,13.97,7,,243<br />
2012-5-9,16,12,8,10,7,4,94,73,48,1009,1008,1006,16,14,5,27,13,40,0.51,4,,261<br />
2012-5-10,13,9,5,5,2,0,87,66,47,1014,1009,1006,16,16,10,40,19,53,1.02,5,,309<br />
2012-5-11,17,10,3,3,1,-2,75,50,29,1022,1019,1014,16,16,16,29,13,42,0.00,1,,281<br />
2012-5-12,22,14,7,6,3,1,71,48,33,1025,1023,1022,16,16,13,24,13,35,0.00,0,,249<br />
2012-5-13,21,14,9,11,7,3,82,60,43,1024,1022,1020,16,16,5,23,5,32,0.00,3,,298<br />
2012-5-14,18,14,11,12,9,8,88,72,56,1020,1019,1016,16,16,13,13,5,,0.00,5,,143<br />
2012-5-15,21,16,10,13,9,3,100,70,38,1018,1015,1013,16,11,0,16,5,,0.00,4,,254<br />
2012-5-16,20,13,7,11,6,-1,88,66,54,1019,1014,1012,16,16,13,27,13,39,0.00,2,,263<br />
2012-5-17,15,8,2,2,1,-1,87,57,36,1023,1021,1019,16,16,14,19,6,26,0.00,0,,351<br />
2012-5-18,22,14,7,7,3,-1,71,46,27,1023,1022,1020,16,16,16,16,8,,0.00,0,,72<br />
2012-5-19,26,18,11,10,7,3,71,46,32,1023,1022,1021,16,16,13,14,6,,0.00,0,,295<br />
2012-5-20,28,22,16,12,8,2,64,42,26,1024,1022,1020,16,15,1,16,3,,0.00,0,,154<br />
2012-5-21,24,19,14,16,12,8,94,65,50,1021,1017,1014,16,16,13,21,11,26,0.00,3,Thunderstorm,159<br />
2012-5-22,21,17,13,16,14,11,94,83,68,1014,1013,1012,16,16,11,24,8,32,0.00,5,,325<br />
2012-5-23,24,17,11,15,13,9,94,75,50,1015,1014,1013,16,13,0,19,3,,0.00,3,,83<br />
2012-5-24,25,19,14,16,14,12,94,71,50,1018,1016,1015,16,15,6,27,13,39,0.00,2,,163<br />
2012-5-25,28,22,17,17,16,13,88,66,48,1020,1018,1016,16,16,16,24,16,37,0.00,2,,201<br />
2012-5-26,26,22,18,17,13,9,94,61,36,1024,1022,1020,16,15,6,21,10,,0.00,2,Thunderstorm,352<br />
2012-5-27,28,22,16,16,13,9,94,71,42,1023,1021,1016,16,15,4,27,8,42,0.25,2,,168<br />
2012-5-28,29,22,15,21,18,14,94,74,51,1017,1015,1012,16,14,5,21,13,32,0.00,1,,207<br />
2012-5-29,26,21,17,20,17,14,94,78,57,1012,1010,1008,16,15,8,37,14,45,15.75,2,Thunderstorm,232<br />
2012-5-30,21,17,13,16,9,5,94,63,38,1011,1010,1009,16,13,2,27,11,42,0.00,1,,267<br />
2012-5-31,17,13,11,9,7,6,88,66,48,1015,1013,1011,16,16,13,21,10,26,0.00,3,,356<br />
2012-6-1,18,14,11,14,11,6,94,81,67,1013,1007,1002,16,15,6,34,19,48,11.43,7,,144<br />
2012-6-2,18,13,9,9,7,2,88,69,34,1009,1007,1004,16,16,4,29,21,48,2.29,6,Thunderstorm,227<br />
2012-6-3,18,14,10,12,10,8,94,85,56,1009,1007,1006,16,15,10,27,16,40,12.19,7,Thunderstorm,243<br />
2012-6-4,13,10,8,10,8,7,93,84,72,1012,1009,1006,16,15,3,24,13,32,0.00,7,,349<br />
2012-6-5,16,12,9,8,7,5,87,71,48,1016,1014,1011,16,16,16,21,11,27,0.00,7,,40<br />
2012-6-6,19,12,6,9,7,5,100,71,46,1017,1016,1015,16,14,0,32,5,45,0.00,3,,283<br />
2012-6-7,22,14,8,11,8,7,94,66,41,1017,1017,1016,16,15,5,29,8,40,0.00,2,,280<br />
2012-6-8,23,16,9,11,9,5,94,60,31,1017,1016,1014,16,16,13,29,10,39,0.00,0,,262<br />
2012-6-9,26,21,16,14,11,7,72,56,39,1017,1015,1014,16,16,16,26,11,35,0.00,6,,247<br />
2012-6-10,29,22,15,14,13,11,77,54,37,1021,1019,1016,16,16,16,14,8,,0.00,0,,242<br />
2012-6-11,27,22,17,17,15,13,94,70,44,1020,1018,1016,16,15,8,29,10,45,4.06,3,,172<br />
2012-6-12,25,20,14,21,17,9,100,84,68,1017,1013,1011,16,12,5,34,14,37,24.89,6,Thunderstorm,229<br />
2012-6-13,18,12,7,9,7,3,87,68,52,1022,1021,1017,16,16,16,26,14,32,0.00,2,,349<br />
2012-6-14,23,16,8,12,9,6,93,63,41,1025,1024,1022,16,16,16,19,10,27,0.00,0,,80<br />
2012-6-15,26,19,12,14,12,9,82,62,44,1026,1025,1023,16,16,16,14,6,,0.00,2,,156<br />
2012-6-16,24,19,14,13,12,11,88,64,47,1027,1024,1021,16,16,16,21,11,27,0.00,0,,176<br />
2012-6-17,26,20,14,17,14,11,94,70,57,1021,1017,1014,16,16,10,27,14,40,3.05,2,,179<br />
2012-6-18,26,21,16,19,17,14,94,82,47,1016,1015,1013,16,14,6,23,16,32,0.25,5,,180<br />
2012-6-19,29,23,18,20,18,17,94,72,51,1021,1019,1017,16,14,5,24,16,32,0.00,2,,222<br />
2012-6-20,29,24,20,19,17,16,83,64,51,1023,1021,1018,16,16,16,24,11,34,0.00,0,,247<br />
2012-6-21,29,24,19,18,17,14,88,65,47,1018,1015,1012,16,15,8,23,10,26,0.00,1,,241<br />
2012-6-22,24,20,17,17,14,11,94,70,47,1015,1014,1013,16,16,11,24,10,34,0.51,4,,314<br />
2012-6-23,22,17,13,12,9,4,82,59,31,1019,1017,1015,16,16,16,23,10,29,0.00,1,,327<br />
2012-6-24,23,17,12,13,12,9,94,67,43,1019,1017,1011,16,16,16,14,5,,0.00,3,Thunderstorm,211<br />
2012-6-25,17,14,13,15,9,4,94,69,42,1014,1013,1011,16,14,1,29,13,45,13.97,6,Thunderstorm,341<br />
2012-6-26,21,16,11,11,8,6,82,61,46,1015,1014,1012,16,16,16,34,14,39,0.00,2,,325<br />
2012-6-27,23,18,14,13,11,9,88,64,49,1016,1014,1012,16,16,11,24,13,37,0.00,1,,284<br />
2012-6-28,29,22,15,17,13,9,72,56,42,1013,1011,1008,16,16,13,24,11,32,0.00,2,,229<br />
2012-6-29,29,24,19,19,16,13,100,62,37,1011,1010,1008,16,15,0,29,10,39,0.00,1,Thunderstorm,261<br />
2012-6-30,28,22,16,16,14,13,82,62,39,1012,1011,1009,16,16,16,24,14,34,0.00,0,,233<br />
2012-7-1,27,22,18,16,13,12,88,56,39,1016,1014,1011,16,16,16,29,11,37,0.00,0,,302<br />
2012-7-2,27,20,14,14,12,9,94,57,34,1019,1017,1016,16,16,16,24,8,34,0.00,0,,292<br />
2012-7-3,27,21,16,19,16,12,94,76,51,1017,1015,1012,16,16,10,24,10,40,14.22,3,Thunderstorm,207<br />
2012-7-4,30,23,17,23,19,16,94,82,58,1015,1013,1011,16,14,1,29,14,40,1.27,1,Thunderstorm,237<br />
2012-7-5,28,23,19,21,19,16,94,75,51,1016,1014,1013,16,13,1,16,5,,0.00,1,,342<br />
2012-7-6,31,24,18,23,19,16,100,73,40,1017,1016,1015,16,13,0,23,6,29,0.00,1,,257<br />
2012-7-7,31,24,19,23,21,17,100,76,62,1016,1014,1013,16,14,1,32,13,42,0.00,3,,285<br />
2012-7-8,26,22,18,17,15,11,88,65,39,1016,1016,1015,16,16,13,23,10,32,0.00,1,,344<br />
2012-7-9,25,20,15,15,12,9,88,60,36,1019,1017,1016,16,16,16,16,10,,0.00,1,,353<br />
2012-7-10,24,18,13,15,11,6,88,59,31,1021,1019,1018,16,16,11,21,6,29,0.00,2,,342<br />
2012-7-11,27,20,13,12,11,9,88,54,34,1023,1022,1021,16,16,16,21,6,,0.00,0,,28<br />
2012-7-12,29,22,15,17,14,11,78,61,40,1023,1022,1021,16,16,13,19,6,,0.25,2,,186<br />
2012-7-13,28,22,17,17,15,12,88,69,45,1025,1023,1022,16,16,3,24,8,,2.54,2,Thunderstorm,203<br />
2012-7-14,26,21,16,18,16,12,83,71,57,1024,1022,1020,16,16,11,23,10,,0.00,3,,174<br />
2012-7-15,26,22,19,20,18,17,94,82,61,1021,1019,1016,16,13,3,23,10,39,30.48,5,Thunderstorm,227<br />
2012-7-16,28,23,19,19,17,13,100,70,42,1017,1016,1014,16,13,1,19,10,29,0.00,3,,270<br />
2012-7-17,31,26,21,21,17,13,69,58,43,1014,1012,1011,16,16,16,35,14,47,0.00,0,,238<br />
2012-7-18,26,23,21,21,18,15,88,74,57,1016,1014,1011,16,15,11,19,11,26,0.00,2,,333<br />
2012-7-19,25,20,16,19,17,14,94,82,69,1017,1015,1014,16,13,5,21,10,29,18.80,6,,64<br />
2012-7-20,18,16,14,16,14,13,94,92,88,1019,1017,1015,16,13,4,21,14,29,6.60,8,,46<br />
2012-7-21,21,18,16,16,14,14,88,80,64,1021,1020,1019,16,16,8,14,6,,0.00,5,,163<br />
2012-7-22,28,21,15,19,17,14,100,76,58,1022,1020,1019,16,13,0,26,11,32,0.00,3,,215<br />
2012-7-23,29,24,21,20,18,17,78,66,54,1020,1016,1011,16,16,16,32,16,40,0.00,2,,225<br />
2012-7-24,26,21,17,21,16,9,88,71,46,1015,1012,1011,16,16,11,29,16,40,0.00,3,,308<br />
2012-7-25,26,19,13,14,12,9,88,61,41,1017,1014,1008,16,16,16,21,10,26,0.00,1,,212<br />
2012-7-26,25,22,19,21,18,12,100,85,53,1008,1007,1005,16,13,1,27,14,71,31.24,6,Thunderstorm,208<br />
2012-7-27,24,21,19,19,18,16,100,81,61,1014,1011,1007,16,15,6,16,10,,0.00,5,Thunderstorm,301<br />
2012-7-28,22,19,17,18,17,14,100,86,64,1019,1016,1014,16,14,0,14,5,26,13.21,5,Thunderstorm,41<br />
2012-7-29,25,18,12,17,13,10,100,69,41,1020,1019,1018,16,14,0,14,5,,0.00,2,,338<br />
2012-7-30,27,20,14,16,14,11,94,68,44,1020,1019,1017,16,15,1,13,5,,0.00,1,,201<br />
2012-7-31,27,22,17,19,18,15,94,80,58,1017,1014,1012,16,14,1,21,10,,6.60,3,Thunderstorm,178<br />
2012-8-1,24,20,16,17,16,14,100,79,57,1014,1013,1013,16,12,0,23,6,,0.00,4,,286<br />
2012-8-2,27,21,15,18,16,14,100,76,48,1015,1014,1013,16,13,0,14,5,,0.00,2,,213<br />
2012-8-3,30,23,16,18,16,14,94,64,40,1019,1017,1015,16,16,13,11,5,,0.00,0,,155<br />
2012-8-4,30,25,20,21,19,17,94,72,51,1021,1019,1017,16,15,6,26,11,37,0.00,1,,166<br />
2012-8-5,25,22,19,21,19,18,94,80,73,1019,1016,1015,16,16,8,26,18,45,4.06,5,Thunderstorm,224<br />
2012-8-6,22,17,13,18,11,7,94,66,41,1022,1020,1019,16,16,14,21,10,27,0.00,1,,340<br />
2012-8-7,26,19,12,17,13,9,94,71,42,1019,1017,1015,16,16,10,21,8,,0.00,0,,213<br />
2012-8-8,27,21,15,19,17,14,100,79,54,1017,1016,1015,16,13,0,34,8,42,0.00,2,Thunderstorm,201<br />
2012-8-9,23,19,16,18,17,13,100,85,60,1016,1014,1011,16,11,0,16,6,,3.05,5,Thunderstorm,276<br />
2012-8-10,21,18,16,18,16,14,100,90,77,1011,1008,1006,16,14,6,21,11,,2.03,7,Thunderstorm,176<br />
2012-8-11,17,16,14,16,13,11,100,87,72,1014,1011,1008,16,13,0,26,13,39,2.03,7,,190<br />
2012-8-12,21,18,15,16,14,13,94,85,64,1017,1015,1013,16,15,2,24,14,29,2.54,6,,236<br />
2012-8-13,24,18,13,16,13,12,100,77,50,1019,1017,1016,16,14,1,14,10,,0.00,3,,228<br />
2012-8-14,23,19,15,17,16,14,94,86,64,1016,1014,1012,16,15,6,23,8,,0.25,7,Thunderstorm,93<br />
2012-8-15,23,19,15,17,14,11,100,79,53,1016,1015,1013,16,11,0,19,5,27,0.00,4,,315<br />
2012-8-16,26,19,12,16,14,11,94,75,47,1017,1015,1011,16,13,0,19,6,,0.00,1,,198<br />
2012-8-17,22,19,16,16,14,11,94,73,53,1014,1012,1010,16,16,5,32,14,39,3.81,4,,268<br />
2012-8-18,19,14,10,12,8,4,94,66,45,1017,1016,1014,16,15,0,19,3,,0.00,2,,345<br />
2012-8-19,22,14,8,11,9,5,93,64,43,1016,1015,1013,16,16,16,16,3,,0.00,3,Thunderstorm,320<br />
2012-8-20,21,16,12,14,11,9,100,74,46,1016,1014,1013,16,14,0,23,6,29,1.27,3,,327<br />
2012-8-21,22,16,9,12,9,7,100,69,46,1021,1019,1016,16,12,0,16,5,26,0.00,3,,256<br />
2012-8-22,23,17,11,14,11,9,94,70,47,1023,1021,1020,16,15,1,19,6,,0.00,1,,232<br />
