
EST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2012-1-18,2,-3,-8,-4,-8,-11,81,68,55,1024,1020,1014,16,12,1,48,17,58,0.76,7,Snow,312<br />
2012-1-19,0,-5,-10,-3,-8,-13,92,71,49,1021,1015,1010,16,10,1,37,15,53,3.30,7,Snow,230<br />
2012-1-20,-6,-11,-16,-8,-13,-17,92,72,52,1027,1022,1014,16,12,2,21,8,26,1.78,6,Snow,52<br />
2012-1-21,-2,-6,-10,-6,-8,-11,96,85,73,1027,1017,1011,16,10,1,26,13,32,9.14,6,Rain-Snow,8<br />
2012-1-22,3,-4,-12,-1,-6,-12,96,83,69,1027,1024,1019,16,15,2,26,10,32,0.00,3,,108<br />
2012-1-23,16,9,2,9,4,-1,92,74,55,1018,1010,1003,16,14,3,47,19,60,14.48,7,Rain,163<br />
2012-1-24,6,3,-1,-1,-2,-4,78,71,64,1028,1021,1014,16,16,13,34,19,52,0.00,8,,260<br />
2012-1-25,2,1,-1,-3,-4,-5,78,71,64,1030,1027,1021,16,14,11,16,5,26,T,8,Rain-Snow,265<br />
2012-1-26,12,6,1,11,4,-3,100,95,89,1022,1011,999,10,5,0,16,7,23,12.95,8,Fog-Rain,125<br />
2012-1-27,14,7,0,12,4,-3,93,82,70,1018,1004,994,16,14,4,48,19,61,7.87,7,Rain-Snow,253<br />
2012-1-28,4,2,-1,1,-4,-12,85,62,38,1022,1016,1012,16,14,8,40,16,64,1.02,5,Rain,223<br />
2012-1-29,6,2,-2,-2,-8,-10,82,56,30,1024,1020,1014,16,14,2,60,23,76,0.51,5,Snow,248<br />
2012-1-30,9,2,-6,-5,-8,-11,71,54,36,1028,1024,1019,16,16,16,24,12,39,0.00,5,,209<br />
2012-1-31,16,12,8,2,-4,-5,38,32,25,1021,1019,1016,16,16,16,35,20,66,T,4,Rain,223<br />
2012-2-1,14,9,3,7,4,1,86,69,51,1019,1017,1014,16,16,13,32,16,47,0.76,7,Rain,253<br />
2012-2-2,4,3,1,0,-1,-4,89,74,59,1031,1023,1017,16,15,11,32,13,37,0.00,8,,334<br />
2012-2-3,8,2,-4,-2,-3,-6,85,65,45,1035,1031,1029,16,16,13,13,1,16,0.00,2,,336<br />
2012-2-4,2,-1,-3,1,-1,-4,100,88,75,1028,1024,1019,16,7,1,14,4,21,4.06,8,Snow,22<br />
2012-2-5,7,2,-3,0,-3,-6,96,70,43,1025,1022,1017,16,13,6,23,10,39,0.00,3,,345<br />
2012-2-6,8,2,-4,-4,-6,-7,88,63,37,1024,1022,1019,16,16,13,23,8,29,0.00,0,,241<br />
2012-2-7,4,1,-2,-2,-4,-5,78,66,54,1026,1023,1020,16,14,11,19,9,26,0.00,6,,316<br />
2012-2-8,1,-1,-4,-2,-3,-6,92,84,75,1025,1023,1020,16,8,1,24,11,29,3.30,7,Snow,348<br />
2012-2-9,2,-2,-6,-6,-7,-8,88,68,47,1027,1025,1023,16,16,11,23,10,32,0.00,2,,246<br />
2012-2-10,1,-1,-2,-2,-5,-7,92,74,56,1023,1017,1012,16,11,2,23,8,34,1.52,8,Snow,220<br />
2012-2-11,-2,-6,-10,-3,-9,-14,92,80,67,1022,1014,1008,16,5,0,53,24,63,5.08,8,Fog-Snow,281<br />
2012-2-12,-5,-7,-10,-9,-12,-14,80,71,62,1023,1021,1018,16,9,2,42,18,52,T,8,Snow,264<br />
2012-2-13,2,-3,-8,-9,-11,-13,80,58,35,1024,1022,1019,16,16,16,26,12,34,0.00,4,,233<br />
2012-2-14,4,1,-2,1,-3,-8,100,74,48,1019,1015,1012,16,10,2,27,6,34,3.30,8,Rain-Snow,186<br />
2012-2-15,5,3,1,0,-2,-3,96,78,60,1027,1023,1017,16,13,8,13,9,,T,8,Rain-Snow,225<br />
2012-2-16,9,6,2,7,4,-1,93,85,76,1022,1017,1013,16,11,4,37,10,47,7.11,8,Rain,199<br />
2012-2-17,7,3,-1,1,-3,-6,92,66,40,1022,1020,1018,16,14,8,32,11,42,0.00,4,,267<br />
2012-2-18,9,3,-2,-3,-5,-6,78,60,41,1022,1018,1015,16,16,16,47,16,53,0.00,5,,283<br />
2012-2-19,4,1,-3,-6,-7,-8,75,62,48,1022,1019,1016,16,16,16,29,15,39,0.00,6,,18<br />
2012-2-20,6,1,-5,-8,-8,-9,74,54,34,1029,1025,1021,16,16,16,21,7,26,0.00,3,,353<br />
2012-2-21,9,3,-3,2,-4,-9,69,55,40,1024,1014,1009,16,14,1,34,11,50,T,7,Rain-Snow,192<br />
2012-2-22,12,7,2,1,-1,-3,85,60,35,1010,1004,996,16,16,6,60,16,69,0.25,6,Rain,230<br />
2012-2-23,11,7,2,2,-1,-6,92,61,30,1004,1001,996,16,15,10,27,12,37,2.29,7,Rain,267<br />
2012-2-24,14,7,-1,9,1,-5,93,68,42,1007,1000,994,16,12,1,56,22,77,3.05,7,Rain-Snow,238<br />
2012-2-25,1,-1,-3,-3,-6,-7,92,78,63,1028,1015,1006,16,10,1,47,24,60,2.29,8,Snow,268<br />
2012-2-26,6,1,-4,-7,-8,-9,69,52,34,1032,1029,1026,16,16,16,29,7,35,T,3,Snow,225<br />
2012-2-27,15,7,-2,-2,-6,-9,69,47,25,1032,1025,1021,16,16,16,52,19,66,0.00,3,,246<br />
2012-2-28,7,1,-5,-4,-7,-8,81,57,33,1034,1030,1023,16,15,10,16,5,21,0.00,4,,36<br />
2012-2-29,19,11,3,12,6,-6,100,71,41,1023,1009,1000,16,10,1,29,12,47,23.88,7,Rain,146<br />
2012-3-1,14,7,-1,8,-1,-3,82,64,46,1014,1009,1001,16,16,16,45,14,60,0.00,7,,267<br />
2012-3-2,14,6,-2,11,3,-3,86,65,43,1015,1005,997,16,15,3,29,12,42,3.30,5,Rain,136<br />
2012-3-3,14,7,0,7,-3,-8,77,61,45,1010,1005,998,16,16,16,40,22,63,T,5,,255<br />
2012-3-4,2,0,-2,-2,-5,-8,92,73,54,1013,1009,1006,16,10,1,42,16,52,3.56,7,Snow,272<br />
2012-3-5,0,-2,-5,-4,-6,-9,92,75,58,1033,1021,1010,16,11,2,35,14,42,2.29,7,Snow,298<br />
2012-3-6,9,2,-7,-7,-8,-9,91,60,29,1036,1032,1026,16,16,16,24,9,35,0.00,3,,158<br />
2012-3-7,18,12,4,1,-3,-8,44,35,25,1030,1026,1022,16,16,16,37,15,48,0.00,5,,189<br />
2012-3-8,16,9,3,11,6,-1,93,66,38,1022,1017,1012,16,11,5,47,25,53,21.34,8,Rain,233<br />
2012-3-9,6,2,-2,-1,-6,-9,78,59,40,1032,1026,1021,16,16,14,52,22,61,T,4,Snow,285<br />
2012-3-10,7,1,-6,-8,-11,-12,68,48,27,1037,1034,1031,16,16,16,24,8,37,0.00,2,,289<br />
2012-3-11,19,8,-2,-2,-6,-8,69,44,18,1032,1029,1025,16,16,16,27,5,37,0.00,3,,218<br />
2012-3-12,16,11,6,12,6,-3,96,65,33,1026,1022,1017,16,13,4,26,7,35,7.37,7,Rain,184<br />
2012-3-13,22,17,12,12,10,4,86,61,35,1020,1017,1016,16,16,16,39,17,50,T,5,,247<br />
2012-3-14,24,14,5,6,4,-2,76,52,27,1024,1022,1020,16,16,16,14,5,,0.00,1,,216<br />
2012-3-15,23,16,9,12,8,5,78,56,33,1023,1021,1020,16,16,16,26,8,37,11.68,6,Rain-Thunderstorm,211<br />
2012-3-16,21,17,13,12,12,11,93,75,57,1023,1021,1019,16,16,11,23,7,27,1.02,6,Rain-Thunderstorm,233<br />
2012-3-17,25,17,8,12,8,3,96,61,25,1025,1023,1021,16,14,10,21,7,29,0.00,2,Fog,138<br />
2012-3-18,22,19,15,14,11,8,90,70,49,1025,1022,1020,16,16,11,29,9,40,4.32,6,Rain,192<br />
2012-3-19,24,19,14,14,13,12,93,70,46,1022,1021,1019,16,15,5,21,5,23,6.60,5,Rain,231<br />
2012-3-20,27,19,12,13,12,9,93,67,40,1024,1022,1021,16,14,8,19,5,24,0.00,3,,85<br />
2012-3-21,25,19,13,13,12,11,86,63,40,1025,1023,1021,16,16,11,24,9,32,0.00,0,,97<br />
2012-3-22,27,19,11,13,10,6,96,62,28,1023,1021,1019,16,14,8,16,4,26,0.00,1,Fog,45<br />
2012-3-23,27,19,11,14,9,7,83,56,28,1020,1016,1012,16,16,16,24,4,32,0.25,6,Rain,120<br />
2012-3-24,19,18,16,16,14,11,100,79,58,1013,1011,1010,16,12,3,19,7,24,9.40,7,Rain,134<br />
2012-3-25,16,13,10,13,11,8,93,83,72,1015,1011,1009,16,13,0,29,13,37,0.00,7,,342<br />
2012-3-26,11,6,0,8,-3,-10,83,57,31,1028,1022,1014,16,16,16,42,24,56,0.00,2,,338<br />
2012-3-27,12,4,-3,-8,-10,-12,58,40,21,1030,1026,1018,16,16,16,16,7,24,0.00,3,,96<br />
2012-3-28,23,16,8,11,3,-8,72,47,22,1017,1010,1005,16,16,11,58,22,69,4.83,6,Rain-Thunderstorm,249<br />
2012-3-29,10,6,2,3,-1,-2,70,60,50,1020,1017,1012,16,16,16,34,18,40,0.00,6,,341<br />
2012-3-30,18,9,-1,12,3,-3,86,65,43,1020,1013,1005,16,15,8,23,9,32,7.62,6,Rain-Thunderstorm,118<br />
2012-3-31,14,9,5,13,5,1,93,79,65,1015,1011,1006,16,15,8,32,16,37,T,8,,307<br />
2012-4-1,18,12,4,11,4,0,89,65,40,1014,1008,1004,16,14,5,39,13,47,3.81,7,Rain,267<br />
2012-4-2,16,11,5,4,0,-4,83,55,26,1017,1013,1007,16,15,8,29,12,37,0.00,4,,352<br />
2012-4-3,20,10,0,1,-3,-7,75,47,18,1018,1015,1010,16,16,16,24,4,32,T,4,,273<br />
2012-4-4,19,12,5,4,-1,-8,59,39,19,1012,1010,1008,16,16,16,37,18,48,0.00,4,,339<br />
2012-4-5,13,8,3,-2,-3,-5,70,51,32,1016,1013,1012,16,16,16,34,15,39,0.00,4,,2<br />
2012-4-6,14,7,0,-4,-7,-13,69,44,18,1024,1021,1017,16,16,16,39,18,52,0.00,0,,359<br />
2012-4-7,16,8,1,-3,-7,-9,70,45,19,1027,1024,1023,16,16,16,29,10,40,0.00,0,,321<br />
2012-4-8,16,9,2,5,-3,-7,55,41,26,1022,1018,1015,16,16,16,48,17,60,0.00,4,,290<br />
2012-4-9,15,10,4,4,1,-7,85,57,28,1017,1013,1010,16,15,3,53,16,69,5.08,5,Rain-Thunderstorm,276<br />
2012-4-10,10,6,2,1,-3,-6,76,57,37,1015,1012,1009,16,16,16,45,22,53,T,7,Snow,282<br />
2012-4-11,8,4,1,1,-1,-4,96,73,49,1022,1017,1013,16,13,3,39,19,48,1.52,7,Rain-Snow,308<br />
2012-4-12,13,6,-1,1,-2,-4,92,62,32,1025,1023,1021,16,16,16,26,9,35,0.00,3,,308<br />
2012-4-13,17,9,2,-1,-3,-3,76,51,25,1027,1024,1023,16,16,16,21,4,39,0.00,3,,295<br />
2012-4-14,17,11,3,12,5,-1,93,62,30,1023,1021,1017,16,14,6,26,7,37,5.59,8,Rain,195<br />
2012-4-15,26,19,12,12,11,9,100,68,35,1017,1016,1014,16,13,2,35,13,48,T,7,Rain,211<br />
2012-4-16,28,21,14,13,11,6,60,49,37,1020,1014,1011,16,16,16,42,24,60,0.00,4,,219<br />
2012-4-17,18,13,8,4,2,1,71,54,36,1028,1025,1021,16,16,16,35,13,42,0.00,6,,314<br />
2012-4-18,18,12,6,6,0,-3,71,51,31,1027,1023,1019,16,16,16,14,5,21,0.00,5,,57<br />
2012-4-19,23,15,7,8,6,4,93,62,31,1020,1018,1015,16,13,0,19,4,23,0.00,4,,227<br />
2012-4-20,26,18,9,8,7,6,77,53,28,1014,1010,1006,16,16,16,26,10,37,0.00,4,,210<br />
2012-4-21,19,12,4,9,6,3,92,72,52,1014,1011,1006,16,15,8,27,17,34,7.62,8,Rain,328<br />
2012-4-22,9,6,3,4,3,2,92,79,65,1014,1010,1005,16,14,10,34,17,42,1.52,8,Rain,6<br />
2012-4-23,8,4,0,2,-1,-7,92,66,39,1004,1001,998,16,14,8,50,23,64,6.35,8,Rain-Snow,328<br />
2012-4-24,13,6,-1,-2,-6,-11,85,52,19,1006,1002,998,16,16,16,48,19,60,0.00,6,,275<br />
2012-4-25,18,10,2,3,-2,-6,70,49,27,1012,1010,1007,16,16,16,26,7,35,T,4,,275<br />
2012-4-26,19,13,6,14,8,2,86,75,63,1014,1007,1003,16,15,6,48,13,60,1.02,8,Rain,243<br />
2012-4-27,11,7,3,2,-3,-6,76,55,33,1025,1021,1014,16,16,16,32,19,40,0.00,4,,325<br />
2012-4-28,7,4,0,3,-2,-6,82,62,41,1026,1024,1021,16,16,16,29,8,37,0.51,7,Rain,50<br />
2012-4-29,18,9,0,0,-4,-9,82,49,15,1027,1025,1023,16,16,16,23,8,27,0.00,5,,2<br />
2012-4-30,28,18,8,13,3,-7,49,39,28,1025,1019,1013,16,16,14,40,11,50,0.25,7,Rain,132<br />
2012-5-1,24,21,16,16,13,9,93,67,41,1018,1016,1013,16,15,6,40,11,48,6.35,7,Rain,263<br />
2012-5-2,28,22,16,18,16,14,97,72,47,1018,1016,1014,16,15,8,27,12,37,2.29,6,Rain,218<br />
2012-5-3,31,24,18,18,16,14,93,65,36,1020,1017,1015,16,14,2,40,10,50,21.08,5,Rain-Thunderstorm,232<br />
2012-5-4,27,22,18,17,16,14,87,68,48,1017,1015,1013,16,16,11,27,10,37,0.00,4,,245<br />
2012-5-5,27,22,16,17,15,11,93,72,50,1016,1014,1013,16,14,0,21,10,,0.00,6,Fog,14<br />
2012-5-6,27,20,12,13,9,3,83,52,21,1017,1016,1014,16,16,16,19,9,29,0.00,4,,347<br />
2012-5-7,28,21,14,17,14,8,84,67,49,1015,1012,1009,16,15,6,40,9,56,9.14,7,Rain-Thunderstorm,155<br />
2012-5-8,23,19,14,17,16,12,93,81,68,1011,1009,1008,16,11,3,29,12,37,37.34,8,Rain-Thunderstorm,240<br />
2012-5-9,19,14,9,12,9,3,93,65,37,1011,1009,1006,16,14,10,42,9,53,1.02,7,Rain,279<br />
2012-5-10,17,12,7,7,3,-1,93,63,32,1017,1011,1008,16,16,16,40,20,50,T,3,,313<br />
2012-5-11,21,13,4,4,2,0,79,53,26,1024,1021,1017,16,16,16,32,10,50,0.00,1,,293<br />
2012-5-12,22,14,7,9,6,2,82,55,28,1027,1025,1023,16,16,16,19,4,24,0.00,6,,199<br />
2012-5-13,17,15,13,13,11,8,100,80,60,1024,1022,1020,16,11,3,11,3,14,7.87,8,Rain,129<br />
2012-5-14,19,16,13,14,13,12,100,89,78,1020,1018,1016,16,11,2,14,6,19,1.27,8,Rain,55<br />
2012-5-15,24,19,13,14,12,8,100,69,38,1017,1016,1014,16,10,0,16,5,23,0.00,6,Fog,304<br />
2012-5-16,25,17,8,12,9,1,78,57,36,1020,1015,1013,16,16,14,34,17,45,T,3,Rain,283<br />
2012-5-17,21,12,4,3,2,0,85,56,26,1023,1021,1020,16,16,16,23,7,32,0.00,0,,26<br />
2012-5-18,26,16,6,7,4,2,89,56,22,1022,1021,1019,16,16,16,16,5,23,0.00,1,,70<br />
2012-5-19,28,19,9,12,8,6,86,56,26,1023,1021,1020,16,16,16,19,4,26,0.00,3,,82<br />
2012-5-20,30,21,12,13,11,8,86,58,29,1023,1021,1019,16,16,16,19,7,27,0.00,3,,87<br />
2012-5-21,27,21,14,17,13,9,81,65,48,1019,1016,1013,16,16,16,19,7,24,0.00,4,,118<br />
2012-5-22,24,20,15,17,15,13,90,76,61,1014,1012,1011,16,13,0,26,11,32,0.00,6,Fog,329<br />
2012-5-23,26,20,13,15,13,12,87,67,47,1014,1013,1012,16,13,4,19,6,23,0.00,4,Fog,32<br />
2012-5-24,28,22,17,16,15,14,93,69,45,1017,1015,1014,16,16,16,27,13,37,0.00,3,,137<br />
2012-5-25,31,24,17,17,16,15,90,65,39,1019,1018,1016,16,16,16,27,10,32,0.00,4,,199<br />
2012-5-26,31,26,19,19,17,12,84,61,37,1022,1020,1019,16,16,11,21,8,32,0.00,5,,345<br />
2012-5-27,33,25,17,21,17,13,90,68,46,1021,1019,1017,16,16,13,24,7,29,T,5,,39<br />
2012-5-28,32,27,21,19,18,17,84,63,41,1017,1015,1012,16,16,14,24,9,29,0.00,3,,197<br />
2012-5-29,28,23,18,19,18,16,93,76,58,1013,1010,1008,16,13,1,45,10,60,32.77,6,Rain-Thunderstorm,236<br />
2012-5-30,27,22,16,18,12,7,93,63,33,1011,1010,1008,16,13,1,35,11,45,0.00,4,,287<br />
2012-5-31,25,18,11,11,9,7,89,61,33,1014,1012,1010,16,16,16,16,5,23,0.00,2,,46<br />
2012-6-1,21,17,13,19,14,9,93,75,56,1009,1006,1002,16,14,3,34,14,56,10.41,8,Rain,184<br />
2012-6-2,20,15,10,9,7,5,83,63,42,1011,1009,1008,16,16,16,35,15,52,T,5,,233<br />
2012-6-3,24,18,12,13,9,8,78,58,38,1011,1009,1007,16,16,11,50,15,61,5.33,4,Rain-Thunderstorm,247<br />
2012-6-4,20,16,11,10,9,8,89,69,48,1011,1009,1007,16,16,16,29,13,40,0.00,5,,343<br />
2012-6-5,17,14,11,11,9,7,86,71,55,1015,1013,1011,16,16,16,23,8,29,0.51,7,,31<br />
2012-6-6,23,16,8,10,7,3,93,61,29,1017,1016,1015,16,16,13,23,7,29,0.00,3,Fog,40<br />
2012-6-7,25,18,10,11,9,7,89,61,33,1019,1017,1017,16,16,16,45,9,50,T,3,,312<br />
2012-6-8,28,20,12,11,9,9,83,58,33,1018,1017,1015,16,16,16,32,9,53,0.00,2,,292<br />
2012-6-9,29,22,15,12,11,9,72,51,29,1017,1016,1015,16,16,16,29,9,39,0.00,3,,261<br />
2012-6-10,31,23,16,15,12,11,72,52,32,1020,1019,1017,16,16,16,19,4,26,0.00,2,,161<br />
2012-6-11,26,23,19,19,16,14,90,72,54,1019,1017,1014,16,15,10,24,10,32,4.32,8,Rain,160<br />
2012-6-12,28,24,19,20,18,11,90,67,43,1015,1013,1011,16,15,5,29,13,42,6.10,6,Rain-Thunderstorm,228<br />
2012-6-13,23,19,14,13,7,1,73,52,31,1021,1020,1016,16,16,16,27,15,35,0.00,2,,355<br />
2012-6-14,27,20,13,12,11,9,83,60,36,1024,1022,1021,16,16,16,21,9,27,0.00,5,,78<br />
2012-6-15,28,21,14,14,13,12,86,63,39,1025,1024,1022,16,16,16,21,8,26,0.00,2,,133<br />
2012-6-16,28,22,16,13,12,11,78,59,39,1026,1023,1020,16,16,16,26,9,35,0.00,6,,157<br />
2012-6-17,27,22,17,18,15,12,78,65,51,1020,1016,1014,16,16,16,19,12,27,T,7,Rain,181<br />
2012-6-18,30,25,20,19,18,17,87,71,55,1016,1014,1013,16,16,16,23,8,27,T,8,,182<br />
2012-6-19,32,26,19,19,18,17,87,64,41,1021,1019,1017,16,16,16,26,10,35,0.00,4,,231<br />
2012-6-20,33,27,19,19,17,16,87,62,36,1022,1020,1017,16,16,16,19,5,29,0.00,2,,255<br />
2012-6-21,33,28,22,19,17,15,79,57,34,1018,1015,1012,16,16,16,26,8,35,0.00,3,,252<br />
2012-6-22,29,24,19,19,16,11,79,57,34,1015,1013,1012,16,15,6,27,12,35,2.03,5,Rain,327<br />
2012-6-23,29,21,13,13,11,9,86,59,31,1019,1016,1015,16,16,16,23,7,32,0.00,4,,341<br />
2012-6-24,29,22,14,14,11,7,80,54,28,1019,1016,1012,16,16,16,16,4,26,0.00,5,,266<br />
2012-6-25,24,19,14,16,9,3,81,55,29,1015,1012,1009,16,16,16,40,22,50,1.02,4,,329<br />
2012-6-26,26,19,12,9,7,5,83,56,28,1016,1015,1013,16,16,16,37,19,47,0.00,2,,327<br />
2012-6-27,30,21,12,11,9,8,77,52,27,1017,1015,1013,16,16,16,34,12,42,0.00,2,,287<br />
2012-6-28,35,26,16,19,13,10,63,45,27,1014,1011,1007,16,16,16,26,11,34,0.00,3,,226<br />
2012-6-29,36,28,19,22,19,15,87,59,31,1012,1005,966,16,16,16,39,14,48,1.52,5,Rain-Thunderstorm,282<br />
2012-6-30,32,24,17,18,17,16,93,67,40,1015,1012,1010,16,14,2,24,9,32,0.25,6,Rain,230<br />
2012-7-1,34,27,20,19,16,13,84,56,28,1016,1013,1011,16,16,16,45,13,58,T,4,Rain-Thunderstorm,288<br />
2012-7-2,33,26,17,16,14,11,87,57,26,1017,1016,1015,16,16,16,26,7,42,0.00,2,,318<br />
2012-7-3,32,26,18,20,17,15,84,64,43,1016,1015,1012,16,16,16,45,9,58,T,6,Rain-Thunderstorm,229<br />
2012-7-4,36,28,20,21,19,17,87,61,35,1016,1013,1011,16,15,0,58,12,76,34.54,6,Rain-Thunderstorm,252<br />
2012-7-5,33,27,20,20,18,16,90,65,40,1015,1014,1012,16,16,16,35,8,42,T,6,Rain-Thunderstorm,286<br />
2012-7-6,36,29,23,22,20,18,87,61,35,1016,1015,1014,16,16,16,27,6,37,0.00,3,,328<br />
2012-7-7,37,28,20,22,21,18,84,64,43,1015,1014,1012,16,16,11,26,8,37,T,5,Rain-Thunderstorm,264<br />
2012-7-8,31,27,23,22,19,14,87,64,40,1015,1014,1012,16,14,5,29,14,39,0.00,7,,346<br />
2012-7-9,31,25,19,16,12,8,73,50,27,1017,1016,1015,16,16,16,27,12,39,0.00,5,,342<br />
2012-7-10,31,23,16,14,12,9,78,55,32,1019,1018,1016,16,16,16,24,9,34,0.00,3,,358<br />
2012-7-11,31,24,16,16,12,9,68,48,27,1021,1020,1019,16,16,16,21,6,27,0.25,4,,21<br />
2012-7-12,32,25,18,17,14,11,81,55,29,1022,1021,1020,16,16,16,19,5,29,0.00,5,,157<br />
2012-7-13,27,23,19,15,14,12,70,55,39,1024,1023,1022,16,16,16,29,10,39,0.00,8,,165<br />
2012-7-14,27,23,18,22,18,14,90,80,69,1023,1021,1019,16,13,4,21,5,24,5.84,7,Rain,132<br />
2012-7-15,29,26,22,21,20,19,93,76,58,1021,1019,1016,16,15,6,27,11,37,T,6,Rain,226<br />
2012-7-16,34,28,22,21,17,13,90,60,30,1017,1015,1013,16,16,14,35,12,40,0.00,3,,290<br />
2012-7-17,36,28,19,21,18,15,73,52,30,1014,1012,1010,16,16,16,26,10,39,0.00,4,,246<br />
2012-7-18,33,27,21,22,21,19,90,73,55,1015,1013,1011,16,15,1,45,8,61,8.89,7,Rain-Thunderstorm,216<br />
2012-7-19,29,25,21,22,20,19,97,78,58,1016,1014,1012,16,13,3,29,7,35,28.70,8,Rain-Thunderstorm,227<br />
2012-7-20,23,21,19,21,20,17,93,89,84,1016,1014,1012,16,8,3,24,9,29,12.95,8,Rain-Thunderstorm,3<br />
2012-7-21,23,21,17,18,17,16,93,81,68,1020,1019,1016,16,13,4,16,6,23,0.25,7,Rain,45<br />
2012-7-22,29,23,17,18,17,16,100,72,44,1022,1021,1020,16,10,0,16,6,23,0.00,5,Fog,227<br />
2012-7-23,29,26,21,21,19,17,79,65,51,1020,1017,1013,16,16,16,26,12,35,T,5,Rain,226<br />
2012-7-24,30,24,18,23,19,11,87,69,51,1014,1011,1010,16,14,2,42,16,71,19.81,5,Rain-Thunderstorm,296<br />
2012-7-25,29,22,14,15,12,11,80,57,34,1016,1013,1009,16,16,16,16,8,24,0.00,2,,199<br />
2012-7-26,33,27,21,23,21,17,93,73,52,1009,1007,1003,16,15,1,56,15,69,19.56,7,Fog-Rain-Thunderstorm,228<br />
2012-7-27,29,24,19,21,20,17,97,78,58,1014,1011,1008,16,12,2,32,11,39,23.37,7,Rain-Thunderstorm,236<br />
2012-7-28,25,22,18,20,18,17,93,83,73,1018,1015,1012,16,13,3,26,10,34,19.05,7,Rain-Thunderstorm,247<br />
2012-7-29,29,23,16,18,16,12,100,67,34,1020,1018,1017,16,12,1,19,4,27,0.00,3,Fog,354<br />
2012-7-30,30,23,17,17,16,13,93,65,37,1019,1017,1015,16,16,14,16,4,23,0.00,3,,132<br />
2012-7-31,31,25,19,19,17,16,78,60,42,1015,1013,1011,16,16,11,16,8,,12.70,5,Rain-Thunderstorm,186<br />
2012-8-1,29,24,19,20,17,14,93,68,43,1013,1012,1011,16,14,8,23,5,29,0.00,4,,18<br />
2012-8-2,30,23,16,17,15,13,90,63,35,1014,1013,1012,16,16,16,24,4,37,0.00,2,,276<br />
2012-8-3,32,25,18,20,18,16,93,66,38,1017,1015,1013,16,15,11,19,5,23,0.00,5,,136<br />
2012-8-4,32,27,21,21,19,19,84,67,50,1019,1017,1016,16,15,10,26,10,35,0.00,4,,173<br />
2012-8-5,27,24,22,22,21,19,93,80,67,1019,1017,1016,16,11,2,29,12,39,28.19,8,Rain-Thunderstorm,215<br />
2012-8-6,28,23,18,21,16,12,97,68,39,1021,1019,1017,16,14,8,16,6,23,0.00,4,,311<br />
